Small Unit Installation Postcode,Previous Years (2001-2011) - Installations Quantity,Previous Years (2001-2011) - SGU Rated Output In kW,Jan 2012 - Installations Quantity,Jan 2012 - SGU Rated Output In kW,Feb 2012 - Installations Quantity,Feb 2012 - SGU Rated Output In kW,Mar 2012 - Installations Quantity,Mar 2012 - SGU Rated Output In kW,Apr 2012 - Installations Quantity,Apr 2012 - SGU Rated Output In kW,May 2012 - Installations Quantity,May 2012 - SGU Rated Output In kW,Jun 2012 - Installations Quantity,Jun 2012 - SGU Rated Output In kW,Jul 2012 - Installations Quantity,Jul 2012 - SGU Rated Output In kW,Aug 2012 - Installations Quantity,Aug 2012 - SGU Rated Output In kW,Sep 2012 - Installations Quantity,Sep 2012 - SGU Rated Output In kW,Oct 2012 - Installations Quantity,Oct 2012 - SGU Rated Output In kW,Nov 2012 - Installations Quantity,Nov 2012 - SGU Rated Output In kW,Dec 2012 - Installations Quantity,Dec 2012 - SGU Rated Output In kW,Jan 2013 - Installations Quantity,Jan 2013 - SGU Rated Output In kW,Feb 2013 - Installations Quantity,Feb 2013 - SGU Rated Output In kW,Mar 2013 - Installations Quantity,Mar 2013 - SGU Rated Output In kW,Apr 2013 - Installations Quantity,Apr 2013 - SGU Rated Output In kW,May 2013 - Installations Quantity,May 2013 - SGU Rated Output In kW,Jun 2013 - Installations Quantity,Jun 2013 - SGU Rated Output In kW,Jul 2013 - Installations Quantity,Jul 2013 - SGU Rated Output In kW,Aug 2013 - Installations Quantity,Aug 2013 - SGU Rated Output In kW,Sep 2013 - Installations Quantity,Sep 2013 - SGU Rated Output In kW,Oct 2013 - Installations Quantity,Oct 2013 - SGU Rated Output In kW,Nov 2013 - Installations Quantity,Nov 2013 - SGU Rated Output In kW,Dec 2013 - Installations Quantity,Dec 2013 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
814,1,5.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.06
820,31,68.92,2,8.325,0,0,0,0,0,0,3,18.24,3,15.47,3,15.88,2,9,2,7.62,1,4.5,2,4.36,2,5.97,3,13.65,4,20.61,2,7.92,3,12.08,2,8.985,3,15.195,3,11,3,15.09,7,67.27,4,27.46,3,16.5,6,28.5,94,402.545
821,2,16.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,16.86
822,67,439.802,0,0,1,2.25,0,0,0,0,0,0,3,12.95,2,13.48,0,0,2,39.517,2,15.19,7,35.637,0,0,0,0,0,0,2,14.56,1,4.59,2,8.37,6,42.46,3,18.7,0,0,2,10.02,1,4.5,3,15,1,15.3,105,692.326
828,3,15.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15.12,1,6,1,4.5,0,0,1,6,0,0,0,0,0,0,0,0,1,13,1,19.89,1,23.4,0,0,10,103.61
829,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
830,147,286.208,1,4.44,4,10.325,5,15.365,1,1.52,4,16.15,12,49.61,3,15.4,2,9,2,5.46,0,0,3,11.48,15,54.275,12,51.815,9,35.335,8,33.81,10,42.63,9,35.13,9,41.28,3,8.21,6,31.36,6,24.1,7,26.2,14,54.48,8,27.33,300,890.913
831,5,17.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.92,0,0,6,21.83
832,78,149.809,1,3,8,18.36,4,9.7,0,0,3,11.04,5,26.17,0,0,2,7.62,0,0,2,4.29,1,1.95,12,58.14,10,39.12,9,33.86,10,38.55,7,22.99,6,19.57,11,52.845,6,27.665,6,25.59,6,25.52,6,19,7,25.645,6,22,206,642.434
834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,1,6,2,11.95,0,0,2,7.05,4,14.56,0,0,2,8.88,0,0,1,5.88,0,0,2,8.5,2,7.53,0,0,0,0,17,74.35
835,51,143.095,0,0,0,0,0,0,2,6.68,5,22.165,2,9.05,0,0,1,3.12,2,5.4,1,2.53,2,5.4,7,28.64,2,11.57,1,4.5,5,21.18,1,4.5,1,4.56,3,11.4,1,16.17,5,23.29,4,16.5,5,22.835,3,13.5,3,13.93,107,390.015
836,76,170.617,1,2.775,2,5.27,1,14.19,3,7.86,5,23.16,3,22.25,1,4.5,1,4.5,2,7.34,5,17.04,9,41.86,15,63.1,6,43.38,1,4.56,3,14.32,6,28.46,11,48.525,5,63.47,5,28.59,5,25.078,3,12.935,7,32.6,9,44.38,6,25.91,191,756.67
837,2,3.54,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,4.5,1,4.5,3,15,0,0,9,35.54
838,11,20.055,0,0,0,0,0,0,0,0,2,12.57,1,1.68,0,0,0,0,0,0,0,0,0,0,0,0,1,4.59,0,0,0,0,0,0,0,0,2,9.085,0,0,0,0,0,0,0,0,1,3,1,4.68,19,55.66
839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,3,5.1,0,0,0,0,0,0,0,0,0,0,1,4.5,0,0,0,0,0,0,0,0,0,0,1,5.13,0,0,0,0,0,0,0,0,1,4.5,0,0,1,6,0,0,0,0,1,4.42,2,11.52,1,4.5,11,45.67
841,5,11.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11.175
845,9,15.5,0,0,0,0,0,0,0,0,1,6.84,0,0,0,0,0,0,0,0,0,0,2,41.521,0,0,0,0,0,0,0,0,0,0,0,0,1,3.06,0,0,0,0,2,13,2,9,2,7.5,1,3,20,99.421
846,8,24.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,0,0,0,0,10,32.77
847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.84,0,0,0,0,1,85,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,96.34
850,40,180.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.32,3,12.18,7,31.6,5,22.56,2,12.15,1,7.65,2,19.84,3,19,0,0,2,10.59,4,18,1,6,1,4.5,72,348.6
851,13,37.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14.82,0,0,0,0,0,0,0,0,0,0,3,13.5,0,0,0,0,1,6,1,6,0,0,0,0,0,0,20,78.07
852,30,195.535,0,0,0,0,1,5,0,0,0,0,1,8.25,0,0,0,0,0,0,3,19.38,0,0,0,0,0,0,2,11.97,0,0,0,0,0,0,0,0,4,25.5,0,0,0,0,2,19.5,0,0,0,0,43,285.135
853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,4,20.645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28.055
860,4,47.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,2,12,2,6.5,2,11.56,3,9.69,3,23.68,2,12.5,2,8.5,0,0,1,8,2,8,24,151.846
861,14,72.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.56,0,0,1,7.68,0,0,0,0,0,0,0,0,16,84.495
862,2,36.765,0,0,0,0,0,0,0,0,0,0,1,1.75,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65.515
870,390,"1,210.49",1,3.04,1,15,8,37.883,5,53.504,84,193.03,30,100.16,5,19.22,5,46.21,4,19.75,3,12.66,3,13.5,23,111.4,3,37.41,4,15.5,1,5,8,38.465,26,117.26,12,74.52,107,474.15,7,33.465,11,109.42,23,116.445,50,187.23,19,89.5,833,"3,134.21"
871,42,321.425,0,0,0,0,0,0,2,27.76,0,0,1,2,0,0,0,0,1,6,1,3.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,360.225
872,63,366.035,0,0,0,0,0,0,0,0,0,0,2,67.426,1,1.52,2,2.33,0,0,0,0,0,0,2,13.68,2,14.04,0,0,1,5,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,74,477.031
873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,9,116.917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,36.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,153.431
881,12,107.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,107.73
885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.41
886,7,64.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,71.7
1340,1,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.14
1355,1,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.02
1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.54
1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.52
1475,1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1
1480,1,2.88,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.88
1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2
1490,1,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.51
1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1570,2,11.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11.15
1595,2,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.14
1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,1,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.04
1660,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5
1670,1,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.44
1680,1,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.18
1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,2,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.01
1730,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4
1741,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
1755,1,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.98
1765,2,3.04,0,0,0,0,0,0,0,0,2,6.98,1,1.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11.92
1790,0,0,0,0,0,0,0,0,0,0,1,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.52
1800,1,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2
1805,1,9.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.72
1830,0,0,0,0,0,0,0,0,0,0,1,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.08
1835,1,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.14
1848,1,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.04
1860,1,1.52,0,0,0,0,0,0,0,0,0,0,2,23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25.42
1871,1,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.52
1875,0,0,0,0,0,0,1,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.61
1885,3,8.14,0,0,0,0,0,0,0,0,1,3.15,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13.29
1890,1,1.5,0,0,0,0,0,0,1,3.04,1,2.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6.63
2000,6,134.51,0,0,0,0,0,0,0,0,0,0,1,1.5,0,0,0,0,1,21.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.6,0,0,0,0,0,0,0,0,1,13.23,0,0,0,0,10,174.5
2007,10,39.75,1,1.88,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,14,82.75
2008,23,51.655,0,0,0,0,0,0,0,0,0,0,1,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.52,0,0,0,0,0,0,0,0,0,0,0,0,25,55.315
2009,5,9.92,0,0,0,0,1,7.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18.64
2010,48,140.495,0,0,1,14.57,1,2.59,0,0,0,0,1,1.1,1,5,2,3,0,0,0,0,0,0,1,9.6,0,0,2,4.44,1,2.5,0,0,11,16.47,2,42.48,3,3.75,1,1.5,1,3,1,1.5,1,1.5,2,23.82,80,277.315
2011,13,44.57,0,0,1,6.58,0,0,0,0,0,0,1,2.544,0,0,0,0,0,0,1,2.5,0,0,0,0,0,0,2,4.14,0,0,0,0,0,0,0,0,1,3.6,0,0,0,0,0,0,0,0,0,0,19,63.934
2015,53,123.587,0,0,0,0,2,6.21,0,0,1,1.54,3,4.7,1,2,2,4.64,1,1.5,0,0,1,2.34,0,0,1,1.5,3,15.04,0,0,0,0,0,0,1,36,2,4.5,1,10,1,4.5,1,3,0,0,3,20.82,77,241.877
2016,44,88.462,0,0,0,0,2,3.145,0,0,0,0,0,0,0,0,0,0,0,0,1,6.24,0,0,0,0,1,2,0,0,0,0,0,0,1,4,0,0,0,0,1,4.95,0,0,1,2,0,0,0,0,51,110.797
2017,15,38.04,1,8.58,0,0,0,0,0,0,0,0,1,10.34,1,1.52,0,0,0,0,1,12,0,0,2,20.71,0,0,0,0,0,0,1,33,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,23,127.19
2018,108,233.82,3,9.4,1,3.08,1,1.54,1,3.04,5,16.91,10,24.525,1,1.52,4,11.36,4,10.94,1,5,1,1.96,3,5.19,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2,0,0,1,2.64,0,0,0,0,1,34.5,146,368.625
2019,103,218.347,2,9.02,1,1.52,0,0,2,3.61,5,9.62,8,14.28,1,6.08,1,2,1,3.04,4,60.405,2,5.54,2,6.04,3,33.61,0,0,0,0,1,3,2,7.22,1,3.2,1,20.21,0,0,3,31.785,0,0,1,4.75,4,37.5,148,480.777
2020,98,185.324,0,0,2,3.04,0,0,3,6.1,4,9.56,8,14.61,2,3.16,1,1.52,2,4.04,1,1.52,6,24.43,5,13.15,2,6.4,2,5.25,2,9.04,1,5,0,0,2,7.76,2,13,0,0,3,9,1,1.5,1,41.58,2,6,150,370.984
2021,51,96.657,0,0,2,16.355,0,0,2,6.875,2,3.28,4,10.62,1,3.06,0,0,0,0,1,1.5,0,0,3,18.8,0,0,1,3.12,1,1.5,0,0,1,2.5,0,0,1,2.15,1,4.4,0,0,1,3,2,3.645,0,0,74,177.462
2022,74,144.491,0,0,3,4.54,1,4.5,0,0,2,11.54,3,9.12,1,1.52,2,4.95,1,2.88,0,0,2,4.42,3,26.37,0,0,0,0,0,0,4,8.52,0,0,1,4,0,0,1,2.5,0,0,0,0,2,6.71,0,0,100,236.061
2023,44,146.024,0,0,0,0,0,0,0,0,0,0,1,4.18,1,3.01,2,6.24,1,2,1,2.88,1,5,1,9,0,0,2,7.8,4,15.405,0,0,0,0,0,0,3,20.08,1,5,0,0,0,0,0,0,1,3.29,63,229.909
2024,108,211.735,0,0,0,0,1,1.52,2,4.94,1,3.04,1,1.59,2,10.4,3,10.435,0,0,2,12,2,4.91,0,0,1,7.25,0,0,2,7,1,3,1,5,0,0,1,5,0,0,0,0,0,0,2,10.85,2,8.5,132,307.17
2025,37,90.849,0,0,0,0,1,1.5,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.75,0,0,42,110.099
2026,147,330.52,0,0,3,8.24,2,3.34,2,3.08,2,3.27,5,9.4,2,2.56,1,9.9,1,5,3,24.21,2,3.02,5,7.5,1,1.635,1,2.5,1,7.5,0,0,1,2.04,1,1.1,0,0,3,10,0,0,3,10.5,2,5.56,1,5,189,455.875
2027,16,41.395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.6,0,0,2,5.07,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,1,2.04,0,0,21,53.105
