Small Unit Installation Postcode,Previous Years (2001-2020) - Installations Quantity,Previous Years (2001-2020) - SGU Rated Output In kW,Jan 2021 - Installations Quantity,Jan 2021 - SGU Rated Output In kW,Feb 2021 - Installations Quantity,Feb 2021 - SGU Rated Output In kW,Mar 2021 - Installations Quantity,Mar 2021 - SGU Rated Output In kW,Apr 2021 - Installations Quantity,Apr 2021 - SGU Rated Output In kW,May 2021 - Installations Quantity,May 2021 - SGU Rated Output In kW,Jun 2021 - Installations Quantity,Jun 2021 - SGU Rated Output In kW,Jul 2021 - Installations Quantity,Jul 2021 - SGU Rated Output In kW,Aug 2021 - Installations Quantity,Aug 2021 - SGU Rated Output In kW,Sep 2021 - Installations Quantity,Sep 2021 - SGU Rated Output In kW,Oct 2021 - Installations Quantity,Oct 2021 - SGU Rated Output In kW,Nov 2021 - Installations Quantity,Nov 2021 - SGU Rated Output In kW,Dec 2021 - Installations Quantity,Dec 2021 - SGU Rated Output In kW,Jan 2022- Installations Quantity,Jan 2022 - SGU Rated Output In kW,Feb 2022- Installations Quantity,Feb 2022 - SGU Rated Output In kW,Mar 2022- Installations Quantity,Mar 2022 - SGU Rated Output In kW,Apr 2022- Installations Quantity,Apr 2022 - SGU Rated Output In kW,May 2022- Installations Quantity,May 2022 - SGU Rated Output In kW,June 2022- Installations Quantity,June 2022 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
5073,2366,11465.519,20,150.755,22,186.15,30,244.175,34,221.22,18,145.4,21,162.78,13,92.13,30,285.16,27,274.67,33,359.91,31,249.46,38,320.495,21,140.515,28,185.97,14,116.082,18,150,17,151,16,135,2797,15036.646
5107,3267,14420.585,29,218.52,27,202.915,46,455.22,22,207.11,26,215.79,31,227.84,22,141.61,35,283.495,35,281.755,27,192.61,18,136,30,411.82,13,92.405,32,249.173,19,152.55,17,138,10,59,16,131,3722,18217.093
5113,2313,10785.819,27,179.77,31,252.84,26,194.75,31,293.91,25,186.29,24,226.51,13,90.53,25,184.74,33,249.055,27,229.7,35,306.445,28,255.43,17,124.45,20,121.89,19,136.4,18,122,16,125,16,106,2744,14170.604
5115,1587,8175.869,19,135.88,34,236.62,28,193.01,18,136.83,29,228.38,21,174.405,29,221.115,35,263.525,31,252.09,22,181.01,30,283.07,24,202.35,28,206.15,26,205.195,29,238.32,16,122,21,166,16,126,2043,11747.749
5125,3615,15746.145,29,281.99,37,320.62,57,418.745,30,221.485,45,306.29,37,261.89,35,302.79,41,296.805,38,290.06,31,239.535,29,227.075,40,349.295,13,89.36,26,190.175,31,223.08,20,173,25,199,16,123,4195,20260.475
6057,2883,10975.123,27,172.845,35,236.445,43,245.23,31,300.375,33,223.59,22,146.99,21,138.945,37,304.16,32,213.42,24,202.23,29,255.125,28,238.845,13,89.12,20,131.11,18,251.78,7,46,15,106,16,102,3334,14378.368
6084,1788,9138.616,23,153.165,19,127.52,32,220.785,15,112.765,27,197.225,20,150.46,19,136.81,24,174.09,23,156.685,18,125.97,20,132,13,80.36,12,81.79,15,120.14,34,261.385,17,137,10,69,16,115,2145,11691.021
6208,3100,12197.296,26,197.61,61,362.01,40,261.34,34,267.575,27,184.47,26,164.145,36,211.69,35,251.865,28,179.775,17,142.08,47,292.1,18,122.51,8,52.95,24,157.95,20,134.98,29,183,23,161,16,95,3615,15619.551
6233,3415,13870.895,38,237.75,40,252.33,49,301.74,42,270.005,32,206.385,38,231.7,43,264.73,46,297.33,34,220.205,25,164.525,37,250.02,48,339.63,20,132.39,33,257.4,57,389.76,37,244,37,244,16,108,4087,18282.945
2168,2959,12105.346,43,304.77,54,408.625,46,367.77,56,444.29,57,366.955,63,416.26,27,214.45,9,81.74,41,304.97,51,742.62,35,302.29,39,345.185,17,148.67,26,213.745,27,249.03,17,124,23,185,17,154,3607,17479.551
2350,3053,16188.717,50,375.16,40,312.68,35,337.98,34,241.08,30,245.4,29,374.27,33,301.77,29,252.22,36,403.97,28,223.43,21,158.09,24,188.755,15,110.42,55,372.435,37,263.01,18,158,34,252,17,135,3618,20894.052
2484,4036,19519.757,32,242.61,42,390.83,44,315.325,44,402.125,28,233.32,38,338.37,50,406.915,53,436.81,31,222.72,34,305.1,34,283.14,39,380.94,17,149.97,28,229.83,19,171.24,17,150,18,154,17,161,4621,24493.957
2526,1462,9486.612,28,261.33,33,232.68,37,374.72,26,186.25,21,202.105,31,257.77,20,147.28,29,266.26,35,294.955,31,271.33,32,261.015,28,254.055,14,92.66,21,157.375,17,123.64,18,260,20,167,17,125,1920,13422.187
2602,2222,10313.065,29,228.98,29,269.275,44,300.48,34,258.785,33,302.22,31,272.15,29,203.18,21,176.29,18,131.555,30,244.365,49,388.405,34,348.97,35,275.41,32,287.05,42,354.01,30,306,35,291,17,131,2794,15082.26
2640,4896,27210.298,52,404.63,54,517.625,84,688.325,67,583.58,55,451.76,50,458.77,43,356.225,70,812.395,62,612.35,194,1009.605,74,875.871,94,1038.135,35,310.43,51,385.06,47,510.895,119,558,71,309,17,142,6135,37234.174
2769,2028,11107.738,61,492.455,54,460.145,50,402.78,37,300.42,39,339.15,32,321.645,19,190.435,12,93.43,48,452.94,52,461.64,36,314.98,44,419.24,25,201.795,31,266.735,15,123.795,20,187,21,181,17,165,2641,16482.213
2777,1988,8566.741,14,106.38,24,186.93,21,195.48,18,135.12,19,144.64,22,194.045,14,116.99,28,227.45,21,180.555,25,201.295,21,273.24,30,280.91,12,106.725,13,109.55,12,94.51,7,66,13,108,17,143,2319,11437.666
3978,4275,25521.09,111,736.27,132,872.545,152,1071.08,109,730.04,103,684.69,129,910.07,129,895.97,128,900.225,87,708.61,133,1066.01,127,871.645,102,920.845,50,368.88,79,587.07,53,413.68,50,339,40,378,17,120,6006,38094.94
4171,1635,9276.04,9,78.31,13,147.8,19,184.79,20,167.465,21,201.88,12,99.445,45,288.93,17,168.47,16,155.7,10,92.67,20,175.46,18,191.72,7,37.08,16,156.96,22,202.405,14,134,13,136,17,203,1944,12097.865
4179,3111,12691.597,21,161.045,26,198.535,27,205.935,34,280,32,229.705,27,199.86,33,280.95,16,120.59,33,251.96,20,187.865,28,254.78,20,149.91,11,103.68,19,169.495,20,137.275,26,208,18,119,17,155,3539,16104.262
4558,2639,12252.741,28,167.93,32,249.52,37,359.97,26,199.985,19,150.515,24,172.625,31,254.8,48,312.765,48,405.065,39,270.055,40,252.325,38,343.215,22,172.255,31,163.815,18,113.52,21,140,11,70,17,131,3169,16181.121
5158,5135,19950.943,31,215.83,47,361.83,49,362.84,25,204.08,21,161.935,32,263.18,28,191.59,39,286.3,34,236.99,36,265.48,21,190.37,33,290.7,20,140.604,40,290.135,22,197.18,18,127,24,184,17,136,5672,24057.366
5251,3378,19882.204,31,258.215,45,455.355,64,483.85,59,662.71,41,347.8,37,364.35,36,260.995,63,573.905,58,575.33,50,439.655,62,566.48,63,646.75,31,256.56,42,346.365,39,327.725,27,223,38,301,17,176,4181,27147.334
5501,2039,12524.66,12,99.88,22,223.75,22,172.05,14,175.48,19,186.15,16,261.52,16,268.76,28,298.16,22,392.64,15,150.13,20,239.31,29,269.645,10,104.9,21,199.25,18,158.94,16,136,20,177,17,150,2376,16188.405
6031,3163,14532.083,59,352.935,49,321.445,45,281.92,27,183.18,34,228.78,57,379.82,26,170.35,31,196.1,30,194.37,43,256.95,36,250.95,24,208.9,25,163.98,63,408.65,34,256.63,17,121,16,107,17,112,3796,18727.798
2280,2662,11851.179,23,165.13,43,363.255,38,314.52,49,391.62,54,403.19,34,336.495,27,203.02,32,255.67,35,325.83,31,303.015,31,272.975,24,248.795,16,131.58,20,141.83,21,178.56,19,160,28,258,18,136,3205,16440.859
2452,2025,9016.236,18,130.18,23,166.51,25,206.09,25,180.07,22,140.36,28,270.02,26,180.365,31,216.165,25,171.83,10,75.05,9,51.8,13,99.07,14,95.56,12,80.61,15,84.92,24,166,17,99,18,97,2380,11526.116
2456,2592,11405.489,24,178.54,40,259.93,25,174.25,29,213.845,37,273.63,27,235.95,43,281.74,33,210.89,26,164.675,32,226.835,31,216.755,29,206.065,13,204.185,21,168.09,15,106.74,13,113,24,186,18,124,3072,14950.189
2528,1804,7809.227,21,132.715,31,200.81,38,231.7,25,206.13,24,165.83,41,267.75,19,152.03,19,146.805,15,98.24,14,118.495,26,224.2,19,158.455,14,98.61,17,104.95,21,132.8,22,167,25,187,18,144,2213,10746.297
2756,3078,22073.629,36,420.915,60,605.155,51,490.7,57,604.39,39,395.92,40,423.21,34,317.02,37,377.045,49,692.67,37,410.935,44,559.285,43,515.025,19,184.1,32,392.77,21,253.87,20,230,22,240,18,189,3737,29375.769
2904,1373,5879.042,22,204.99,29,240.09,20,168.07,9,75.01,19,152.2,10,85.43,27,229.26,10,88.73,21,169.41,76,284.25,83,352.67,56,258.59,30,245.815,29,263.28,22,188.225,17,155,22,190,18,168,1893,9398.342
4012,2008,9120.543,16,105.19,33,269.5,20,146.03,8,97.63,29,200.48,20,165.22,19,153.41,19,147.31,27,223.51,11,121.41,16,133.75,23,206.89,19,173.87,14,164.29,20,172.965,15,104,11,77,18,141,2346,11924.353
4110,2595,18570.204,44,332.94,42,451.185,48,427.45,42,402.3,46,562.325,51,620.665,52,477.585,40,358.065,43,378.85,39,405.27,43,436.32,63,578.695,25,218.835,30,279.585,35,367.87,31,368,25,231,18,157,3312,25623.254
4800,2147,11644.828,15,111.285,19,187.09,22,179.95,17,139.16,12,103.7,15,121.66,14,110.265,30,301.59,26,241.07,22,157.84,25,251.55,24,282.16,12,103.12,24,193.65,28,242.44,9,73,16,158,18,185,2495,14787.668
4810,2234,14183.375,9,72.56,16,107.65,21,155.25,20,227.28,22,160.21,17,296.08,15,154.695,16,154.565,20,201.6,20,163.79,24,207.69,28,281.155,7,66.25,18,156.27,19,177.72,14,104,20,146,18,124,2558,17140.705
5086,2853,13070.072,26,174.885,33,251.17,33,225.985,22,156.86,31,200.1,27,177.96,19,134.315,29,226.05,32,218.925,28,226.935,24,193.26,31,243.11,19,145.46,25,198.67,21,170.57,16,123,13,114,18,132,3300,16383.897
6059,2859,11578.074,38,237.755,42,274.64,32,227.32,40,276.805,30,228.72,36,234.445,31,206.54,32,219.855,26,178.47,29,182.32,32,225.345,33,235.73,21,150.59,40,278.135,37,251.89,19,138,16,106,18,142,3411,15372.804
6064,4220,15364.527,40,271.39,46,301.805,57,380.055,64,420.755,50,318,55,329.975,31,194.96,29,192.6,28,171.99,42,502.175,49,312.75,40,513.995,23,149.365,27,174.34,42,226.805,25,163,36,237,18,108,4922,20332.492
6122,3997,19532.063,36,241.955,49,327.015,76,458.19,47,319.415,27,186.3,38,245.74,41,264.36,64,391.74,57,382.31,36,252.89,35,337.16,46,282.07,48,296.555,41,373.29,31,211.74,21,144,55,372,18,131,4763,24749.728
2146,1262,5230.077,24,182.445,21,160.67,24,201.28,16,106.01,19,138.405,22,186.13,14,100.755,1,9.99,22,200.64,14,132.645,11,95.41,16,205.99,13,81.49,14,84.27,15,94.63,11,82,16,115,19,187,1554,7594.527
2260,2016,9879.828,19,274.385,33,289.84,42,321.32,31,280.35,35,272.935,20,234.815,16,133.47,23,301.87,34,275.99,30,270.57,28,299.945,32,386.41,17,140.175,17,148.085,19,183.41,19,178,22,198,19,174,2472,14243.418
2324,3735,17302.342,32,248.435,46,339.59,75,406.425,44,332.1,31,329.595,43,310.37,46,325.705,21,146.725,36,355.57,21,159.745,44,299.34,36,269.515,24,212.255,33,242.935,21,173.225,22,171,34,287,19,192,4363,22103.842
2745,3110,17462.818,42,375.59,78,745.045,74,658.955,67,623.3,42,419.575,37,340.47,28,256.755,26,258.53,47,492.115,57,625.02,43,400.335,40,394.195,22,198.42,35,431.23,24,234.27,16,175,38,351,19,196,3845,24638.458
4109,6512,25727.285,40,324.57,40,432.18,45,364.53,32,270.75,46,386.84,41,394.605,41,340.975,40,342.1,50,397.19,38,350.81,44,392.86,43,383.37,22,189.09,33,258.93,37,292.55,22,162,17,118,19,156,7162,31285.085
4123,4009,18806.063,43,344.89,43,360.005,46,380.715,36,433.505,47,402.195,40,364.015,47,405.925,48,431.685,36,327.58,36,313.75,34,320.18,52,616.09,18,171.46,23,201.825,35,297.465,21,188,20,175,19,161,4653,24700.733
4170,2607,14139.637,20,154.71,37,269.515,36,312.43,42,254.59,29,253.32,28,353.23,33,456.95,27,247.82,34,339.525,25,224.745,38,404.57,49,613.49,17,171.54,22,211.41,26,213.6,25,254,16,141,19,163,3130,19178.422
4184,2269,8253.689,20,127.76,25,170.315,37,254.19,28,188.5,25,171.06,33,238.67,20,129.05,30,211.63,22,160.25,16,145.58,12,112.39,25,187.58,17,122.84,22,162.28,38,268.605,16,113,19,138,19,136,2693,11291.329
4702,4244,21238.258,39,281.74,28,230.695,52,471.89,37,292.1,38,326.55,49,586.53,40,328.035,33,359.96,42,350.715,26,209.22,33,333.42,33,430.295,20,174.245,36,286.66,36,265.87,24,169,29,206,19,127,4858,26668.048
2099,1457,6881.061,22,160.975,28,237.24,36,362.765,21,164.34,27,198.74,24,263.315,16,125.87,15,142.245,19,188.29,22,211.55,20,147.9,19,192.62,9,73.17,16,132.69,24,200.73,17,141,9,76,20,163,1821,10063.221
2257,2304,10174.194,29,196.475,47,346.94,35,286.215,38,291.115,44,327.09,28,205.7,12,103.22,20,173.7,26,227,21,171.73,39,330.36,32,287.25,18,152.21,14,121.11,25,198.115,16,128,27,206,20,158,2795,14084.114
2264,2090,9460.44,18,167.74,33,309.51,21,193.395,29,233.26,18,144.03,22,179.045,28,224.215,18,132.24,23,205,18,134.005,30,255.05,23,227.06,10,78.05,15,133.97,26,221.26,19,173,19,118,20,176,2480,12764.775
2290,2815,13593.209,28,194.9,49,414.76,62,479.9,45,470.82,27,194.505,38,273.37,35,250.215,45,266.22,38,287.165,38,318.875,20,153.55,34,272.04,27,214.755,30,228.51,25,193.54,24,217,33,260,20,145,3433,18429.454
2446,2428,11885.969,24,166.4,27,190.75,27,207.93,29,274.66,17,148.49,39,343.115,32,322.81,29,196.735,38,326.735,19,169.72,26,295.66,18,130.92,5,35.06,23,174.15,16,164.04,15,126,20,172,20,162,2852,15492.249
4127,4027,18938.848,38,296.84,41,399.07,44,397.6,37,270.475,31,269.05,35,395.17,21,181.295,25,230.18,32,330.96,31,282.635,21,190.28,28,366.86,19,160.62,29,282.485,24,219.47,18,134,19,225,20,216,4540,23786.368
4272,1216,6192.547,17,141.775,17,160.45,16,137.5,15,119.09,11,99.605,14,147.405,14,116.82,18,171.055,15,120.8,11,94.61,13,104.79,25,262.87,8,65.65,8,69.56,8,68.24,4,39,8,68,20,162,1458,8341.597
5085,3739,16370.426,45,310.65,38,244.88,50,351.285,36,248.765,45,313.89,32,225.8,31,207.365,37,256.51,44,309.87,48,396.96,44,304.175,46,416.885,32,214.91,25,169.945,28,198.19,17,147,28,177,20,135,4385,20999.626
6036,2410,10785.941,29,175.21,22,147.64,39,261.68,36,212.365,44,293.075,29,201.26,35,231.6,33,200.555,47,324.3,27,175.28,22,148.24,27,178.47,30,194.55,23,141.52,21,134.91,15,103,21,140,20,127,2930,14176.476
6152,2689,11386.056,35,236.43,33,226.35,33,224.42,27,186.34,30,199.8,33,263.67,24,187.28,27,185.565,29,198.2,25,181.735,32,203.68,33,229.43,21,146.73,35,246.59,27,180.085,18,120,18,139,20,129,3189,14870.646
6170,2741,12174.698,47,266.325,31,203.932,42,281.195,47,300.72,26,167.085,33,208.22,52,307.4,33,206.755,27,184.88,20,129.91,30,197.3,59,354.595,23,138.64,24,154.56,26,175.7,24,147,45,274,20,130,3350,16002.215
6430,1576,8823.48,17,118.715,17,113.93,31,192.36,12,79.11,23,316.43,16,110,28,227.05,25,176.82,30,346.435,42,287.37,16,105,13,163.33,18,120.45,25,162.93,18,153.26,19,131,10,60,20,138,1956,11825.72
2768,3198,13667.972,70,543.85,70,540.115,78,588.875,74,560.425,56,447.285,45,411.94,31,290.635,17,136.17,48,484.65,53,484.43,48,424.59,59,547.035,42,357.525,35,307.39,27,223.945,24,201,20,185,21,169,4016,20571.812
2906,1474,7305.723,29,243.69,27,209.585,21,158.92,25,275.48,24,171.41,20,168.18,31,257.7,16,128.175,29,218.4,22,181.53,30,220.11,20,168.01,23,198.245,39,324.79,41,336.975,21,186,32,282,21,164,1945,11199.198
4055,3815,17088.267,27,185.95,26,218.91,37,338.315,47,417.41,45,385.43,22,190.695,33,275.805,21,180.3,37,298.13,19,145.815,35,291.84,36,314.935,14,121.49,28,223.55,29,207,17,120,26,220,21,173,4335,21397.627
4178,3766,17055.526,39,287.73,30,229.88,26,210.34,35,277.085,26,369.29,32,243.715,20,264.2,30,233.305,38,358.84,28,260.65,40,557.52,35,295.175,19,136.71,33,265.665,30,325.245,32,389,27,168,21,175,4307,22103.931
4215,3549,17888.911,41,389.25,42,369.18,48,419.305,38,293.485,37,353.71,34,248.355,32,299.42,39,380.73,32,302.65,31,274.135,33,395.28,30,335.745,15,135.97,23,178.79,35,378.275,30,204,27,317,21,191,4137,23355.466
4506,3870,17818.011,28,244.69,40,302.22,56,437.99,39,327.125,35,314.98,48,383.185,41,323.32,44,321.87,31,253.375,36,291.03,44,422.245,31,223.94,25,213.42,29,228.295,36,272.93,26,189,28,226,21,267,4508,23060.101
5159,6430,25875.423,49,350.145,46,350.93,46,341.59,43,355.425,43,340.09,33,247.42,39,333.65,56,419.815,53,411.87,41,334.545,50,398.9,54,505.485,29,212.942,36,253.12,36,272.475,29,211,36,305,21,169,7170,31689.285
6026,4385,16542.804,35,224.975,36,232.495,43,283.81,40,264.555,58,359.545,30,195.765,32,201.53,38,249.685,43,261.26,45,298.75,50,346.93,38,243.79,22,150.953,52,332.26,43,302.26,22,153,31,204,21,137,5064,20986.027
6167,4410,17719.439,54,327.115,50,319.45,55,322.735,45,288.705,44,261.32,47,334.19,81,500.615,49,293.49,46,322.25,46,299.795,40,275.81,57,349.56,37,244.835,39,254.53,48,320.097,32,210,54,333,21,140,5255,23116.466
2234,2411,12636.784,40,307.465,51,421.86,61,535.72,47,422.755,45,367.065,35,284.25,45,366.025,48,370.65,37,345.065,52,425.265,50,457.39,50,444.99,18,149.93,17,145.43,15,143.705,21,172,30,275,22,198,3095,18469.434
2830,8388,38302.764,47,349.72,103,835.25,75,554.87,104,748.455,109,685.405,75,668.615,102,811.565,50,414.785,49,399.835,66,583.33,60,615.16,82,978.8,26,207.5,84,721.13,46,404.345,35,288,39,354,22,200,9562,48123.944
3337,3827,16872.923,49,345.605,43,282.435,68,499.725,58,390.75,37,253.885,55,373.4,53,354.505,60,475.86,33,250.23,55,475.92,54,447.28,50,357.365,20,156.88,43,305.37,33,262.75,23,158,18,155,22,160,4601,22577.848
4122,5649,24266.83,61,475.77,65,497.28,64,763.43,39,331.83,56,519.485,41,355.645,35,296.8,36,268.91,37,321.965,39,358.77,36,322.585,55,632.79,31,225.33,34,270.51,44,370.945,34,248,25,196,22,172,6403,30895.31
4220,4317,22261.798,45,357.835,46,489.89,57,537.32,40,349,27,226.12,31,319.6,41,373.15,27,259.66,33,327.53,38,354.675,42,474.7,51,700.23,15,133.61,22,229.25,36,338.56,24,217,23,200,22,201,4937,28350.568
2210,1598,7633.881,16,148.12,30,290.485,32,267.97,29,314.675,24,225.77,23,162.455,17,133.995,7,84.89,22,200.79,31,261.77,23,173.95,30,256.68,14,109.15,23,179.34,12,75.86,13,112,10,71,23,197,1977,10900.001
2283,2809,12740.988,30,228.79,35,277.91,29,227.355,37,262.935,40,262.87,34,248.97,33,225.935,28,189.91,27,212.69,28,218.03,23,164.575,31,351.175,24,194.18,28,237.96,18,136.1,23,176,22,200,23,279,3322,16835.708
2287,3773,17450.256,32,260.855,56,440.52,76,563.32,71,555.565,50,309.98,36,251.935,54,379.325,51,368.54,55,408.36,55,326.845,51,374.67,50,413.695,37,263.73,39,318.66,33,218.24,38,291,35,354,23,195,4615,23744.44
2450,6068,30615.322,71,481.92,95,748.525,68,486.31,93,642.325,80,753.1,62,573.15,83,620.945,65,455.24,91,725.9,53,340.8,49,517.35,86,725.685,41,281.35,49,357.95,54,402.965,34,299,43,420,23,197,7208,39645.122
2478,5990,27102.034,34,244.345,60,418.005,72,584.02,62,454.125,79,601.555,59,547.31,68,560.13,47,407.39,62,484.435,64,547.955,68,595,66,601.77,22,145.355,31,252.295,33,248.74,31,334,25,185,23,206,6896,34519.439
2577,2076,12552.408,19,175.3,35,254.76,40,318.505,39,367.06,38,291.545,24,244.4,37,320.349,24,188.405,29,317.865,30,259.675,42,550.96,44,431.325,13,111.12,22,189.84,17,215.34,30,370,20,163,23,191,2602,17513.697
2614,1747,7941.68,23,159.37,30,249.58,28,226.14,19,146.26,26,239.2,18,144.36,33,402.445,21,172.66,25,221.015,23,278.75,19,164.58,27,248.295,25,215.4,35,302.875,39,332.89,41,372,41,346,23,193,2243,12355.88
4034,6215,27239.197,51,405.685,57,489.955,73,595.41,49,398.3,43,308.655,51,640.445,40,367.01,71,719.565,50,380.305,44,442.215,49,404.755,39,547.49,22,173.07,34,262.735,35,235.12,30,230,26,206,23,177,7002,34222.572
4069,5508,28048.769,43,412.675,61,547.915,64,624.17,51,514.885,53,467.714,50,476.255,55,549.405,52,539.94,49,418.31,56,527.465,51,547.115,42,477.09,26,267.675,33,330.63,20,182.215,32,361,31,307,23,225,6300,35824.588
6034,671,2691.807,6,31.47,6,36.88,11,75.33,19,111.35,17,95.265,15,90.7,14,90.04,27,147.07,15,90.19,16,87.69,15,103.14,5,28.86,13,66.24,5,32.04,14,90.94,7,47,8,52,23,141,907,4108.742
6062,4241,18894.279,62,390.995,62,408.16,68,444.195,46,303.1,33,204.37,28,198.41,45,328.975,37,283.91,55,381.17,42,284.015,59,485.92,46,301.44,33,239.75,33,214.975,43,379.595,22,142,19,134,23,155,4997,24174.549
6109,2156,10162.66,25,210.675,27,175.12,25,170.67,31,238.99,22,146.76,18,157.67,21,127.95,23,199.63,25,192.65,20,132.41,22,241.21,26,273.375,12,101.1,17,110.64,21,140.38,12,81,9,53,23,150,2535,13065.55
2250,5983,33536.867,63,474.43,91,743.835,106,949.595,76,644.65,86,665.555,68,603.565,30,293.34,79,671.065,51,415.35,64,706.346,66,684.995,73,845.68,37,321.105,58,477.175,46,495.68,47,426,50,415,24,241,7098,43611.128
2251,2957,13136.662,32,249.81,45,343.75,60,490.805,39,333.605,37,298.6,39,326.715,24,189.59,47,494.86,34,292.4,38,368.535,34,304.245,40,363.64,17,108.7,28,227.57,23,213.595,37,240,36,282,24,207,3591,18472.022
2763,2806,11730.061,54,407.03,59,418.005,66,509.235,62,419.74,40,297.29,60,412.375,25,211,15,140.29,58,471.99,42,396.53,37,307.68,40,344.75,23,180.35,31,275.27,20,132.145,16,116,27,218,24,215,3505,17203.506
4077,4088,18072.882,38,297.93,26,206.095,38,286.71,33,273.445,27,223.705,40,566.03,33,372.82,42,423.21,40,357.925,24,181.03,35,375.745,20,157.82,25,204.785,24,179.1,15,121.025,31,271,22,156,24,192,4625,22918.442
4121,3105,14264.634,28,242.11,44,340.08,29,236.205,28,212.775,30,293.56,24,170.865,29,251.765,19,198.25,38,345.21,20,156.69,25,215.675,30,326.125,20,154.575,25,211.17,31,256.18,17,161,19,150,24,223,3585,18409.924
4210,4129,21392.45,51,473.695,50,423.005,53,443.44,58,541.74,34,296.345,39,403.8,44,418.64,49,407.35,60,570.475,50,457.425,30,357.885,41,426.61,26,220.39,38,437.02,31,239.22,26,276,38,331,24,229,4871,28345.88
5211,4910,19913.494,25,158.93,31,245.88,28,225.4,24,182.78,35,269.84,30,268.31,22,261.785,43,339.52,41,347.66,29,219.98,33,377.17,34,271.76,18,147.04,21,165.048,44,372.55,16,112,17,125,24,165,5425,24169.702
6020,3183,13615.226,31,210.31,34,222.845,48,313.955,37,234.985,35,227.42,22,171.65,34,229.225,24,163.36,22,148.735,25,163.705,44,306.63,24,169.13,23,165.16,30,211.99,47,322.735,19,139,25,208,24,170,3731,17394.451
6035,2025,8542.651,14,93.74,15,97.61,18,116.61,39,227.82,26,250.6,23,156.47,20,133.305,38,266.39,24,148.32,21,137.34,18,119.73,17,106.21,25,153.36,7,46.77,13,85.66,18,116,14,101,24,148,2399,11047.666
2233,1984,8981.084,26,213.92,33,265.7,35,301.61,32,244.99,32,255.504,28,201.365,24,201.81,26,228.32,36,331.91,41,344.05,29,221.48,35,284.15,17,121.95,31,253.99,19,136.635,20,172,27,215,25,233,2500,13207.568
2541,2805,15034.061,30,222.905,54,454.7,54,408.83,40,360.065,29,348.59,40,409.22,84,491.995,61,428.52,68,373.25,66,441.9,45,455.5,60,547.505,23,160.615,36,290.28,32,222.86,20,163,28,226,25,218,3600,21258.171
2575,1936,10248.262,28,214.42,24,191.985,27,234.64,28,226.39,27,214.32,22,208.015,28,259.555,21,169.545,28,331.67,20,165.82,25,233.01,34,440.91,14,121.165,22,216.99,30,240.78,18,166,19,159,25,223,2376,14265.427
2770,3702,16481.866,48,433.13,69,502.65,77,582.275,62,594.025,61,470.805,81,608.145,47,284.23,24,148.97,97,527.745,97,607.325,65,515.59,68,534.59,25,167.85,36,328.95,46,368.37,34,247,41,296,25,172,4705,23871.496
4020,3542,16420.225,21,151.49,37,316.26,48,405.51,38,315.825,31,318.35,28,223.065,36,335.91,46,444.94,44,381.095,32,259.82,36,306.7,47,501.075,23,180.97,27,204.395,27,281.71,20,154,28,232,25,223,4136,21656.85
4160,3763,15405.48,29,220.91,41,309.935,38,268.545,39,392.47,28,189.88,28,198.71,27,184.74,36,367.31,35,275.92,23,176.23,26,244.85,36,298.81,20,165.21,24,194.975,20,147.065,24,162,17,138,25,205,4279,19546.52
4703,4106,18488.364,46,334.77,55,348.225,55,378.755,41,271.865,40,313.745,57,396.07,56,565.41,55,372.925,45,401.545,51,350.7,68,564.535,57,431.14,21,162.93,46,348.58,37,260.98,41,367,43,379,25,189,4945,24925.104
5114,6011,27793.507,56,403.06,61,451.5,59,459.11,55,436.39,50,355.53,45,331.74,43,385.03,65,511.96,57,444.31,42,319.54,61,506.255,50,419.95,41,321.64,52,416.048,60,484.905,36,247,43,318,25,186,6912,34791.665
6018,4668,19812.204,54,340.435,59,363.42,60,413.325,59,380.875,50,340.665,56,375.575,56,341.4,53,326.68,38,263.465,44,305.15,73,470.46,70,486.21,33,205.78,52,358.48,50,326.65,41,284,36,240,25,193,5577,25828.744
6025,5171,19992.003,35,231.95,51,329.82,57,373.825,41,275.59,64,399.535,51,330.455,41,277.225,45,297.895,51,301.385,50,334.5,58,396.11,51,426.48,34,213.395,64,413.4,52,435.725,32,219,30,198,25,156,6003,25602.538
6230,5891,25229.939,39,256.366,64,453.165,79,506.26,65,474.29,83,530.995,71,518.835,57,441.915,84,576.225,71,457.76,60,558.375,66,471.02,78,616.1,56,392.565,66,439.98,61,388.01,49,339,49,292,25,176,7014,33119.035
2166,2826,11875.658,27,242.095,51,387.52,42,352.29,49,367.35,36,320.205,39,346.89,25,219.66,3,49.94,37,302.72,33,303.71,21,190.435,36,368.18,24,188.685,27,255.855,12,127.55,9,112,28,221,26,220,3351,16450.968
2322,2901,17154.571,40,344.4,61,548.26,47,470.485,51,455.025,47,424.73,42,374.95,47,611.735,48,502.76,37,330.005,43,376.78,66,608.48,36,506.27,26,209.97,34,341.84,43,407.96,29,227,32,439,26,283,3656,24616.781
2460,4962,25288.207,41,283.47,53,385.97,73,617.625,68,599.965,39,299.115,61,542.905,55,444.965,41,340.36,38,384.29,39,390.78,42,330.5,41,325.08,30,229.89,24,251.32,21,166.65,27,235,30,250,26,218,5711,31583.944
