Small Unit Installation Postcode,Previous Years (2001-2020) - Installations Quantity,Previous Years (2001-2020) - SGU Rated Output In kW,Jan 2021 - Installations Quantity,Jan 2021 - SGU Rated Output In kW,Feb 2021 - Installations Quantity,Feb 2021 - SGU Rated Output In kW,Mar 2021 - Installations Quantity,Mar 2021 - SGU Rated Output In kW,Apr 2021 - Installations Quantity,Apr 2021 - SGU Rated Output In kW,May 2021 - Installations Quantity,May 2021 - SGU Rated Output In kW,Jun 2021 - Installations Quantity,Jun 2021 - SGU Rated Output In kW,Jul 2021 - Installations Quantity,Jul 2021 - SGU Rated Output In kW,Aug 2021 - Installations Quantity,Aug 2021 - SGU Rated Output In kW,Sep 2021 - Installations Quantity,Sep 2021 - SGU Rated Output In kW,Oct 2021 - Installations Quantity,Oct 2021 - SGU Rated Output In kW,Nov 2021 - Installations Quantity,Nov 2021 - SGU Rated Output In kW,Dec 2021 - Installations Quantity,Dec 2021 - SGU Rated Output In kW,Jan 2022- Installations Quantity,Jan 2022 - SGU Rated Output In kW,Feb 2022- Installations Quantity,Feb 2022 - SGU Rated Output In kW,Mar 2022- Installations Quantity,Mar 2022 - SGU Rated Output In kW,Apr 2022- Installations Quantity,Apr 2022 - SGU Rated Output In kW,May 2022- Installations Quantity,May 2022 - SGU Rated Output In kW,June 2022- Installations Quantity,June 2022 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
0,4,4.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.46
200,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08
800,106,2547.09,0,0,1,35.2,1,6.63,1,6.66,2,41.58,1,61.05,2,64.38,0,0,1,62.7,0,0,0,0,3,182.22,0,0,0,0,0,0,0,0,0,0,0,0,118,3007.51
801,8,234.858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,42.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,277.098
803,2,11.685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11.685
804,15,78.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,78.31
811,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9
813,7,85.549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,85.549
814,3,13.06,0,0,1,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,18.24
821,7,156.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,156.303
829,34,872.38,2,18.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,899.98
831,9,38.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,38.98
837,60,574.521,0,0,0,0,0,0,1,9.25,1,9.24,1,14.8,0,0,0,0,0,0,0,0,1,12.58,0,0,0,0,0,0,0,0,0,0,1,9,0,0,65,629.521
838,118,901.642,0,0,1,34.65,0,0,1,9.1,1,9.25,1,6.6,1,9.24,1,9.25,1,9.1,1,23,1,11.1,1,10.36,0,0,0,0,1,6.66,2,16,2,22,0,0,133,1078.432
839,21,424.525,1,6.6,0,0,0,0,0,0,2,44.405,0,0,0,0,0,0,0,0,0,0,0,0,1,99.5,0,0,0,0,1,99.9,2,18,1,7,0,0,29,699.35
840,109,672.285,0,0,2,8.48,1,9.24,0,0,0,0,0,0,0,0,2,15.71,2,13.26,3,22.5,1,9.99,1,13.32,2,15.91,1,6.585,0,0,0,0,0,0,0,0,124,787.28
845,70,584.236,0,0,1,8.25,1,6.6,1,6.65,1,8.58,1,5.76,0,0,0,0,0,0,0,0,0,0,0,0,1,9.24,0,0,0,0,0,0,3,20,0,0,79,649.296
846,44,298.35,0,0,0,0,1,6.6,0,0,1,6.66,1,6.6,0,0,1,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,0,49,326.85
847,21,265.305,0,0,0,0,0,0,1,6.6,0,0,0,0,2,11.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,283.005
851,46,325.375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,39,0,0,0,0,47,364.375
853,1,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,52.97
854,13,159.195,0,0,0,0,2,46.45,0,0,0,0,0,0,0,0,0,0,1,8.88,1,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,234.025
860,120,697.059,0,0,0,0,2,39.44,0,0,0,0,4,21.12,9,83.45,1,6.66,7,66.6,1,9.25,0,0,1,99.9,0,0,1,4.44,0,0,0,0,0,0,0,0,146,1027.919
861,21,121.595,0,0,0,0,0,0,0,0,0,0,3,14.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,136.115
862,33,366.59,0,0,0,0,0,0,0,0,1,10.725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,377.315
871,57,407.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,411.82
872,169,1983.577,0,0,5,157.72,11,136.565,11,56.85,3,124.88,3,15.54,1,4.07,5,31.02,2,5.28,2,101.88,2,54.6,2,7.4,0,0,2,36.97,2,63.68,2,52,0,0,0,0,222,2832.412
873,132,989.069,1,9,1,6.63,0,0,1,6.66,3,19.98,0,0,0,0,0,0,0,0,1,12.64,2,25.58,6,47.36,0,0,0,0,1,13.14,1,7,0,0,0,0,149,1136.719
874,17,134.56,0,0,0,0,0,0,1,6.29,0,0,1,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.66,1,6.66,0,0,0,0,0,0,21,160.83
875,125,800.596,0,0,4,26.84,0,0,2,14.43,2,13.32,2,13.32,0,0,0,0,4,26.64,5,41.85,1,27.88,5,52.24,0,0,0,0,1,6.66,3,28,0,0,0,0,154,1051.956
880,23,239.201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,239.201
881,12,107.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,107.73
885,13,598.6,0,0,0,0,0,0,0,0,0,0,0,0,16,142.08,0,0,0,0,0,0,1,30.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,771.64
886,10,151.69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,11,171.69
1340,1,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.14
1355,1,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.02
1435,1,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.54
1460,1,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.75
1470,2,5.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.81
1475,3,11.985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11.985
1480,2,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.88
1485,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1490,1,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.51
1495,2,11.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11.23
1560,1,5.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.025
1570,2,11.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11.15
1595,3,11.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11.7
1630,7,33.785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,33.785
1640,2,15.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15.075
1655,3,17.845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17.845
1658,1,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.04
1660,2,13.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13.1
1670,1,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.44
1680,2,9.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.38
1685,0,0,0,0,0,0,0,0,0,0,1,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.8
1710,1,4.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.8
1715,2,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.01
1730,4,13.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,13.49
1741,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
1755,2,5.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.1
1765,8,25.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,25.8
1790,4,115.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,115.9
1800,1,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2
1805,2,14.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14.72
1830,1,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.08
1835,1,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.14
1848,1,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.04
1860,3,25.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25.42
1871,1,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.52
1875,1,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.61
1885,5,13.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13.29
1890,5,18.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18.04
2008,77,698.829,1,4.895,2,14.12,0,0,2,7.75,1,4.44,2,17.59,1,3.9,0,0,1,18,0,0,1,39.96,1,49.95,0,0,0,0,2,8.14,1,5,0,0,0,0,92,872.084
2009,17,348.48,0,0,0,0,0,0,1,36.26,0,0,1,54,0,0,0,0,0,0,0,0,0,0,2,126,0,0,0,0,0,0,0,0,0,0,0,0,21,564.74
2017,76,1007.105,0,0,0,0,0,0,1,6.63,1,35.15,4,30.65,0,0,1,18.9,3,9.25,0,0,1,99.9,2,80.79,3,17.87,5,16.28,0,0,0,0,0,0,0,0,97,1322.525
2027,76,531.339,1,3.285,0,0,1,8.14,1,3.3,0,0,0,0,1,8.14,1,6.63,1,9,0,0,1,29.645,2,23.88,0,0,0,0,1,7.48,0,0,0,0,0,0,86,630.839
2045,264,1798.006,6,42.98,5,69.885,6,40.29,5,39.19,4,42.74,9,127.845,3,25.09,7,50.39,8,76.31,8,61.46,5,47.19,4,28.825,4,29.39,1,6.66,5,31.355,3,21,4,35,0,0,351,2573.366
2050,154,1280.886,1,6.29,2,11.1,1,3.6,1,6.66,0,0,0,0,0,0,4,67.9,1,6.3,0,0,0,0,3,17.73,3,19.89,0,0,1,6.4,0,0,1,39,0,0,172,1465.756
2055,1,2.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.4
2057,18,84.295,0,0,0,0,0,0,1,32.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,116.855
2059,3,43.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,43.36
2060,188,1231.02,3,15.48,3,16.135,2,9.51,2,9.98,3,20.515,6,35.17,3,40.54,2,43.62,2,9.36,2,35.15,2,57.3,0,0,3,20.505,1,3.9,2,10.84,0,0,0,0,0,0,224,1559.025
2061,21,144.165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,51.12,0,0,0,0,1,4.07,0,0,0,0,0,0,1,7,0,0,26,206.375
2062,148,696.909,2,17.02,2,12.69,6,32.04,1,6.57,2,12.18,0,0,0,0,0,0,5,46.64,2,12.21,5,37.8,4,28.06,1,6.66,2,12.43,1,3.7,0,0,2,14,0,0,183,938.669
2064,254,2279.851,1,7.7,3,48.34,5,67.44,6,54.665,5,44.09,3,35.56,3,34.015,1,7.5,3,21.49,4,25.465,4,36.63,4,128.035,1,13.09,2,40.71,3,20.17,5,152,1,9,0,0,308,3025.741
2083,192,927.747,1,6.66,0,0,1,4.8,4,39.97,3,36.19,1,6.66,0,0,7,49.58,1,6.66,0,0,2,19.91,2,14.575,2,18.05,1,16.28,2,15.04,2,17,1,7,0,0,222,1185.942
2104,206,1241.06,1,10.95,3,37.56,2,16.65,5,80.865,3,33.61,0,0,1,6.57,2,14.295,5,57.08,2,24.51,4,41.79,2,21.09,0,0,3,21.395,4,34.745,6,58,1,11,0,0,250,1711.275
2108,107,525.555,2,23.68,1,10.23,2,15.995,1,13.26,1,8.69,1,7.665,1,7.92,0,0,2,19.59,2,19.6,4,40.27,2,12.56,1,7.79,2,28.12,1,10.79,3,19,2,21,0,0,135,791.995
2109,1,21.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,21.12
2123,1,3.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.42
2124,5,107.485,0,0,0,0,1,39.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,147.085
2136,292,2053.253,2,10.36,11,115.27,11,126.45,7,79,3,60.57,0,0,4,35.18,2,19.98,5,48.63,3,23.06,4,185.4,5,50.59,2,45.6,5,37.275,3,17.025,1,7,2,20,0,0,362,2934.103
2195,481,2302.886,6,46.99,7,49.305,13,138.82,7,69.5,4,27.515,2,15.085,3,25.16,1,11.47,12,122.84,5,36.66,8,67.685,4,37,4,37.375,1,10.56,1,8.88,3,39,2,11,0,0,564,3058.086
2205,385,1990.407,5,48.28,5,51.06,10,90.29,7,50.83,6,42.58,7,47.99,2,20.1,4,25.12,2,16.65,2,26.98,5,44,7,60.505,2,19.95,5,28.77,3,37.71,4,33,2,17,0,0,463,2651.222
2231,205,1234.608,3,24.15,4,30.18,9,154.06,2,18.65,4,28.86,0,0,4,38.33,6,50.69,0,0,7,116.71,2,9.99,5,45.86,1,10.53,1,9.2,0,0,4,29,3,25,0,0,260,1825.438
2293,184,1056.625,3,11.36,1,11.56,4,26.12,1,7.77,1,8.88,6,50.15,4,41.79,1,8.58,2,11.5,1,26.64,3,52.03,1,6.66,1,7.4,0,0,0,0,0,0,0,0,0,0,213,1327.065
2302,19,448.68,0,0,1,46.8,0,0,0,0,0,0,0,0,0,0,1,33.6,1,26.6,1,20.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,575.84
2306,73,420.145,0,0,1,6.66,0,0,2,15.4,1,5.18,14,46.62,0,0,2,7.29,3,12.58,4,17.82,3,12.69,0,0,0,0,4,27.36,1,7.02,0,0,0,0,0,0,108,578.765
2308,4,111.255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,111.255
2329,279,1718.016,2,16.65,0,0,3,38.05,1,6.66,4,23.61,2,25.3,1,13.54,1,4.81,2,12.21,1,7.4,3,33.6,4,45.73,0,0,1,9.36,5,34.04,3,25,0,0,0,0,312,2014.026
2342,57,423.316,0,0,1,13.32,0,0,2,13.26,0,0,0,0,1,13.32,0,0,1,13.32,1,13.26,0,0,0,0,0,0,1,6.66,0,0,1,9,1,13,0,0,66,518.296
2345,123,753.595,0,0,1,6.27,2,12.96,1,9.25,1,10.36,1,4.9,0,0,1,10.73,0,0,1,10.53,0,0,1,6.66,0,0,1,6.63,0,0,0,0,1,11,0,0,134,842.985
2346,446,2160.885,3,43.66,5,34.79,2,18.33,3,16.65,0,0,8,77.74,2,61.86,3,23.72,3,18.62,4,25.385,6,131.99,2,13.29,3,23.62,6,40.97,5,36.51,3,21,5,67,0,0,509,2816.535
2353,207,869.289,0,0,5,35.88,0,0,0,0,1,6.63,0,0,0,0,2,9.46,2,11.42,2,16.53,1,6.63,3,14.38,0,0,0,0,2,12.55,1,7,0,0,0,0,226,990.169
2355,79,327.245,1,12.21,4,34.17,1,6.66,3,21.37,1,6.95,4,32.6,0,0,0,0,0,0,1,8.58,0,0,0,0,1,8.47,0,0,1,8.88,0,0,1,12,0,0,97,479.615
2356,27,147.643,1,6.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.66,1,10.36,0,0,0,0,0,0,0,0,30,171.263
2359,134,623.598,4,39.66,2,13.26,2,14.11,1,9.99,0,0,1,3.6,2,37.52,0,0,1,5.92,2,11.47,1,13.32,0,0,0,0,1,10.36,0,0,0,0,1,10,0,0,152,792.808
2361,187,994.48,1,6.66,1,12,2,13.32,0,0,1,9.62,0,0,1,6.66,5,32.93,6,43.57,7,47.4,0,0,0,0,1,9.99,1,6.63,0,0,2,24,4,31,0,0,219,1237.54
2369,140,777.12,0,0,0,0,3,22.61,1,6.65,1,4.2,1,6.3,1,8.88,1,6.66,3,26.17,0,0,0,0,0,0,0,0,1,3.15,3,28.47,2,13,9,56,0,0,166,959.21
2370,1018,5459.622,6,41.64,11,90.96,20,137.47,17,127.59,8,57.36,10,56.4,9,70.82,10,104.02,12,80.77,16,125.03,9,92.23,3,22.57,3,20.99,5,44.91,6,48.72,11,90,8,58,0,0,1182,6728.252
2371,245,1241.793,0,0,0,0,9,59.24,4,34.33,1,3.7,0,0,0,0,3,24.42,2,17.49,4,23.18,1,6.66,1,6.66,0,0,1,8,1,6.64,2,9,1,6,0,0,275,1447.363
2379,44,290.97,0,0,0,0,1,13.2,1,6.66,2,14.44,0,0,0,0,0,0,1,6.66,2,14.25,1,6.63,0,0,1,6.63,0,0,1,13.2,0,0,0,0,0,0,54,372.64
2381,188,1414.92,0,0,0,0,2,13.32,9,57.7,1,11.2,0,0,3,14.79,0,0,2,17.02,2,9.96,2,12.95,2,13.32,0,0,3,17.09,2,17.43,3,24,4,37,0,0,223,1660.465
2382,172,1000.215,1,6.6,4,26.64,0,0,3,19.92,6,28.43,3,21.72,2,14.43,1,6.66,0,0,2,17.155,2,17.02,3,23.46,2,8.85,2,20.8,0,0,2,13,3,20,0,0,208,1245.14
2386,50,262.024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,210.6,0,0,0,0,0,0,0,0,0,0,0,0,53,472.624
2387,16,70.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.4,1,6.66,0,0,0,0,0,0,0,0,0,0,0,0,1,100,0,0,0,0,20,183.75
2388,652,2970.96,1,6.6,11,83.95,3,33.3,0,0,21,84.22,5,94.62,6,37.54,2,11.28,1,10.73,1,1.32,9,43.23,0,0,1,6.66,11,72.99,1,5.92,0,0,2,53,0,0,727,3516.12
2397,81,499.35,0,0,0,0,0,0,0,0,0,0,1,3.33,1,5.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,507.86
2398,39,228.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.16,0,0,0,0,0,0,0,0,0,0,40,234.6
2399,122,898.975,0,0,2,26.64,0,0,0,0,3,16.28,2,6.66,0,0,0,0,2,19.92,0,0,0,0,0,0,0,0,0,0,2,16.99,1,7,0,0,0,0,134,992.125
2401,49,287.385,0,0,1,9.9,1,5.18,0,0,2,11.84,2,13.26,1,3,1,7.4,0,0,0,0,0,0,1,6.66,0,0,0,0,0,0,0,0,0,0,0,0,58,344.625
2403,130,664.89,0,0,1,9.99,5,32.93,1,6.66,2,19.98,0,0,0,0,0,0,1,5.85,2,12.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,142,752.88
2404,311,1602.373,1,6.6,2,10.08,1,6.66,4,29.97,3,19.97,3,21.09,3,44.05,3,108.915,2,11.84,2,9.34,7,47.17,5,30.72,3,31.34,1,13.05,5,31.73,0,0,1,6,0,0,357,2031.298
2405,84,435.841,0,0,0,0,2,12.36,1,6.6,2,6.66,1,6.66,1,5.18,3,11.1,0,0,0,0,0,0,0,0,0,0,2,26.64,2,16.77,0,0,0,0,0,0,98,527.811
2409,78,478.1,0,0,0,0,0,0,0,0,1,13.32,27,138.93,7,39.16,0,0,0,0,1,7.6,0,0,0,0,3,13.86,34,159.36,5,24.6,1,8,0,0,0,0,157,882.815
2411,28,189.628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,189.628
2415,78,486.645,0,0,0,0,0,0,1,9.99,0,0,3,25.48,1,10.36,0,0,0,0,1,11.3,0,0,0,0,1,7.77,2,19.61,0,0,0,0,1,2,0,0,88,573.375
2420,575,3058.057,2,15.54,6,49.21,5,29.59,7,84.765,7,125.045,8,52.08,8,72.1,1,6.6,5,37.39,7,61.33,4,26.81,10,68.92,1,6.66,5,32.22,5,34.41,4,20,6,40,0,0,666,3821.127
2424,74,310.33,0,0,0,0,0,0,2,8.64,1,10.45,1,1.32,1,1.65,1,3.3,1,11.44,1,19.14,1,6.66,1,8,1,5.28,1,7.315,1,13.32,2,17,0,0,0,0,89,423.495
2426,122,577.064,2,13.31,3,25.28,2,14.52,3,19.92,0,0,2,17.39,1,3.3,0,0,0,0,3,19.98,2,13.32,1,8.97,0,0,0,0,0,0,0,0,0,0,0,0,141,713.054
2462,492,2125.999,5,36.57,4,28.9,7,54.41,5,25.88,6,53.06,3,17.86,4,28.92,4,28.94,3,30.28,2,15.52,6,42.77,6,40.21,3,17.316,3,25.34,1,6.66,3,27,0,0,0,0,557,2605.905
2471,492,2410.046,4,20.44,6,37.815,3,29.92,5,32.34,3,22.22,6,35.15,2,19.95,5,47.08,3,24.89,6,152.21,3,50.8,5,45.85,1,7.8,3,18.05,4,25.84,2,8,4,43,0,0,557,3031.391
2520,6,79.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,79.54
2552,1,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.56
2555,4,49.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,49.49
2556,149,1032.829,3,23.82,2,19.86,2,21.09,1,13.2,1,31.08,2,41.44,1,20.67,0,0,2,41.92,1,26.52,1,6.66,2,29.54,0,0,1,6.66,2,24.63,2,42,2,21,0,0,174,1402.489
2559,135,844.889,3,24.36,4,34.04,2,12.58,6,68.08,3,23.99,4,40.29,0,0,0,0,3,29.91,3,30.71,3,13.29,2,22.86,2,20.68,1,6.66,5,39.64,9,28,7,24,0,0,192,1263.909
2563,14,151.47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9,3,20,0,0,18,180.63
