Solar Water Heater (SWH) - Solar,,,,,,,,,,,,,,,,,,,,,,,,,,
Data as at 28/02/2022,,,,,,,,,,,,,,,,,,,,,,,,,,
Small Unit Installation Postcode,Previous Years (2001-2018) - Installations Quantity,Jan 2019 - Installations Quantity,Feb 2019 - Installations Quantity,Mar 2019 - Installations Quantity,Apr 2019 - Installations Quantity,May 2019 - Installations Quantity,Jun 2019 - Installations Quantity,Jul 2019 - Installations Quantity,Aug 2019 - Installations Quantity,Sep 2019 - Installations Quantity,Oct 2019 - Installations Quantity,Nov 2019 - Installations Quantity,Dec 2019 - Installations Quantity,Jan 2020 - Installations Quantity,Feb 2020 - Installations Quantity,Mar 2020 - Installations Quantity,Apr 2020 - Installations Quantity,May 2020 - Installations Quantity,Jun 2020 - Installations Quantity,Jul 2020 - Installations Quantity,Aug 2020 - Installations Quantity,Sep 2020 - Installations Quantity,Oct 2020 - Installations Quantity,Nov 2020 - Installations Quantity,Dec 2020 - Installations Quantity,Installations Quantity Total
2768,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,161
2769,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61
2770,878,0,0,1,0,0,1,1,1,0,0,1,1,0,1,0,0,3,0,0,1,0,0,3,0,892
2773,168,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,1,173
2774,343,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,349
2775,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,54
2776,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,127
2777,422,0,0,1,0,0,0,0,0,0,1,2,1,0,0,0,0,0,2,1,1,1,0,1,0,433
2778,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,104
2779,108,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,113
2780,173,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175
2782,132,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,134
2783,53,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,56
2784,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2785,75,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,78
2786,31,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
2787,120,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,122
2790,213,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,217
2791,10,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2792,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2793,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,34
2794,159,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,164
2795,678,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,1,1,0,2,1,0,1,0,691
2797,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2798,81,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82
2799,72,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,77
2800,1010,2,2,1,12,4,1,2,1,2,0,6,4,0,0,8,2,1,2,1,0,1,2,2,1,1067
2803,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2804,110,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,112
2805,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2806,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21
2807,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2808,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2809,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2810,94,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,96
2817,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2818,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10
2820,118,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,121
2821,138,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,143
2822,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2823,48,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,50
2824,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
2825,58,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59
2827,148,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,150
2828,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
2829,138,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141
2830,1255,1,2,3,1,3,4,4,2,0,3,2,2,0,0,0,1,2,2,1,3,0,1,0,2,1294
2831,110,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,111
2832,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
2833,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2834,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92
2835,104,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,108
2836,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2839,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2840,104,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,105
2841,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2842,32,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
2843,26,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,28
2844,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2845,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2846,21,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2847,56,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,58
2848,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
2849,62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,64
2850,638,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,1,646
2852,84,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,86
2857,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2860,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2864,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
2865,41,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42
2866,111,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,120
2867,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2868,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2869,35,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2870,168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,170
2871,113,0,0,0,1,3,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,121
2873,28,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30
2874,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2875,27,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2876,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2877,140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140
2878,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2879,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2880,157,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,162
2898,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,66
2899,202,2,0,0,1,0,0,1,1,1,1,1,2,1,2,1,2,0,0,2,1,0,0,0,2,223
2900,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2902,444,1,1,1,0,0,1,2,1,0,0,1,0,0,0,0,2,0,0,1,0,0,1,0,0,456
2903,256,0,0,1,1,0,2,2,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,266
2904,342,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,1,0,1,0,0,0,5,2,355
2905,489,0,0,1,2,4,0,0,1,2,1,0,0,0,1,1,0,0,0,1,0,2,0,1,0,506
2906,163,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,168
2910,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2911,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51
2912,18,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,19
2913,213,0,0,1,0,0,1,2,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,221
2914,489,0,0,1,1,2,3,1,0,0,0,0,1,1,2,3,0,0,0,1,0,1,0,1,0,507
2957,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2982,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3000,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21
3001,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
3002,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24
3003,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64
3004,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
3006,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9
3008,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
3011,399,3,1,0,2,1,7,0,0,0,1,1,0,8,0,3,0,1,0,4,0,2,4,4,0,441
3012,864,1,8,24,18,7,8,0,12,0,7,10,18,3,5,5,8,10,1,25,0,3,2,7,4,1050
3013,340,0,3,4,0,0,0,2,0,2,7,0,1,1,1,2,0,3,1,1,3,2,4,3,1,381
3015,536,0,9,10,5,5,2,0,7,12,4,0,10,0,3,2,5,5,4,3,4,2,5,2,2,637
3016,254,1,1,8,11,1,1,0,3,0,1,3,0,0,4,3,1,1,3,4,0,12,0,1,0,313
3018,404,0,8,1,4,5,10,10,6,3,0,7,0,5,4,3,7,3,3,1,9,5,4,5,0,507
3019,344,5,0,0,5,5,3,0,7,7,4,7,9,3,35,36,16,13,3,3,12,1,4,0,1,523
3020,1025,0,4,9,6,4,4,1,1,7,5,3,5,1,4,10,3,1,2,7,1,7,9,4,2,1125
3021,712,0,25,1,3,21,15,4,0,3,3,7,6,2,7,4,9,11,35,8,34,0,3,38,7,958
3022,85,0,0,2,2,0,0,1,1,0,0,0,0,0,0,2,7,0,0,0,0,1,0,1,3,105
3023,4289,3,3,2,3,7,3,4,3,8,3,1,6,5,11,8,7,15,10,14,10,4,2,31,8,4460
3024,3575,22,47,48,61,70,51,53,46,47,44,55,24,26,35,57,53,42,42,44,40,33,39,41,39,4634
3025,274,5,1,4,0,0,3,1,0,3,3,1,1,1,2,2,1,4,2,2,3,1,7,1,2,324
3026,10,0,0,1,3,1,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,1,1,0,21
3027,1742,10,14,12,7,17,9,20,9,7,12,8,21,3,3,6,4,12,1,7,3,2,11,2,4,1946
3028,366,0,6,4,1,1,15,0,0,6,2,4,3,2,1,3,0,0,3,4,1,2,0,2,15,441
3029,12707,62,139,137,130,140,123,141,148,121,122,135,72,66,106,127,117,112,155,169,163,173,164,170,144,15843
3030,13608,91,116,129,135,141,133,130,156,137,147,154,110,115,128,150,110,113,83,100,68,91,82,71,69,16367
3031,183,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,5,0,0,0,0,0,191
3032,674,2,1,3,3,1,1,2,1,0,1,3,4,2,7,1,0,2,0,3,12,1,19,17,3,763
3033,406,2,5,3,3,3,2,2,2,1,6,1,4,0,0,1,2,0,3,4,0,5,3,1,1,460
3034,150,0,1,0,2,3,2,1,2,1,2,5,0,0,1,0,1,1,0,4,0,11,1,1,0,189
3036,51,0,0,0,0,1,0,1,1,1,0,0,4,0,0,2,3,1,0,0,0,0,0,1,1,67
3037,1898,6,5,3,7,7,9,8,8,5,9,3,3,2,2,3,3,0,4,6,1,4,1,5,3,2005
3038,183,0,1,1,1,2,0,2,1,3,2,1,8,2,3,1,1,0,0,16,5,11,0,20,1,265
3039,170,0,0,0,2,12,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,3,1,195
3040,455,2,2,0,2,2,2,2,0,2,0,5,2,1,0,4,2,6,1,0,1,1,1,10,3,506
3041,262,2,1,1,0,0,7,3,5,6,1,3,1,0,1,1,1,1,1,1,0,2,1,1,2,304
3042,430,4,1,7,5,1,1,1,3,0,0,5,0,0,2,1,1,1,6,6,0,1,0,3,0,479
3043,228,5,0,0,1,4,0,1,0,0,3,2,4,0,1,3,5,1,0,1,1,0,4,3,0,267
3044,999,13,18,15,4,15,2,5,1,4,3,11,3,1,0,2,0,2,8,0,4,5,3,7,10,1135
3045,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3046,1377,3,24,18,9,10,5,16,0,13,4,3,1,7,6,11,7,0,9,1,3,1,4,4,2,1538
3047,319,1,2,0,0,5,0,7,6,0,11,3,3,0,3,2,9,2,3,1,0,2,0,1,1,381
3048,89,0,0,0,0,0,0,0,0,1,0,1,6,2,0,0,0,0,0,0,1,3,0,0,5,108
3049,237,0,0,3,0,0,4,1,0,0,0,1,0,0,0,0,0,1,1,1,0,2,1,1,0,253
3051,180,0,1,8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,5,0,198
3052,207,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,209
3053,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
3054,75,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,79
3055,234,0,0,1,0,0,0,1,0,6,0,2,0,0,0,4,0,0,0,0,0,0,3,1,0,252
3056,553,0,0,0,2,25,1,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,586
3057,306,0,0,0,0,14,0,0,0,0,1,0,1,0,4,0,0,0,0,2,0,0,1,0,6,335
3058,1167,0,0,1,2,0,2,0,3,3,0,3,3,2,2,7,8,4,1,2,2,2,1,1,1,1217
3059,1541,1,5,13,7,15,13,9,4,4,6,21,20,13,32,39,28,33,28,34,32,37,42,40,36,2053
3060,231,0,1,0,1,0,0,1,2,1,0,4,0,0,1,0,0,3,0,0,0,2,0,1,0,248
3061,18,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,0,0,0,0,24
3062,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3063,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,18
3064,8175,93,159,146,100,147,128,96,109,115,160,117,107,55,92,109,128,128,120,134,71,113,118,87,79,10886
3065,78,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,81
3066,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46
3067,70,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,1,0,0,0,0,0,0,0,0,75
3068,368,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,372
3070,665,0,5,1,0,1,0,4,2,0,2,0,2,0,2,3,1,1,8,0,6,0,0,2,2,707
3071,481,0,0,0,0,2,1,0,1,2,2,1,1,0,1,4,1,3,1,3,1,1,0,8,0,514
3072,693,2,7,0,5,3,1,6,2,3,2,5,3,2,0,24,0,6,6,5,5,9,1,1,1,792
3073,1383,3,7,7,2,8,4,7,7,5,6,7,13,7,7,12,24,3,5,5,9,1,6,3,0,1541
3074,280,0,2,0,0,5,3,0,0,0,0,2,1,0,4,3,0,0,0,0,0,0,3,3,0,306
3075,944,2,9,0,1,21,0,20,4,1,5,1,3,0,0,0,4,0,3,0,0,3,4,1,6,1032
3076,2479,2,1,2,0,1,3,0,3,6,3,1,5,2,2,2,7,4,3,8,8,3,6,1,2,2554
3078,318,7,7,8,10,18,2,1,1,0,0,3,0,1,1,1,1,2,0,6,16,10,7,1,0,421
3079,319,0,1,1,1,2,1,2,2,1,1,0,1,1,1,0,4,0,2,1,0,0,1,2,2,346
3081,532,0,0,1,2,0,0,0,1,2,3,3,4,0,0,0,0,2,0,2,2,2,3,2,4,565
3082,272,0,1,4,0,0,0,1,2,1,1,1,0,0,0,0,0,1,1,1,2,0,0,0,0,288
3083,920,0,5,4,2,0,0,1,30,4,1,0,1,0,0,1,1,3,0,4,19,2,0,2,2,1002
3084,446,11,2,2,0,4,0,4,2,3,1,4,1,0,3,0,0,1,2,0,1,2,2,0,4,495
3085,219,0,0,1,1,0,1,0,0,1,0,0,0,1,1,0,1,0,1,1,0,0,1,0,0,229
3087,82,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,1,1,1,0,0,3,0,0,93
3088,361,0,0,2,2,0,0,0,1,2,2,0,0,0,1,0,2,1,1,0,0,0,2,1,1,379
3089,221,0,1,0,3,2,1,0,3,4,2,3,1,2,1,1,4,5,0,2,0,4,0,2,1,263
3090,70,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,74
3091,62,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,65
3093,67,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,69
3094,99,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,0,1,0,0,0,0,1,0,106
3095,297,2,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,1,6,0,1,0,0,1,0,314
3096,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20
3097,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,57
3099,142,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,144
3101,281,1,0,3,0,2,10,1,1,1,2,1,0,0,2,1,2,2,2,1,0,1,1,0,0,315
3102,110,0,0,0,0,1,0,0,1,1,2,0,0,2,3,0,0,0,0,0,0,0,1,3,0,124
3103,373,0,0,8,1,1,3,1,7,0,4,3,3,0,0,1,4,1,0,2,0,1,4,2,2,421
3104,437,3,0,3,2,3,4,3,1,4,4,4,3,0,3,6,7,1,3,3,5,5,10,5,3,522
3105,198,1,3,2,2,1,2,9,3,1,6,1,3,0,1,2,1,0,2,0,3,1,0,2,1,245
3106,262,0,2,14,0,3,2,1,0,4,0,0,0,2,0,6,2,1,0,0,0,0,1,2,0,302
3107,170,0,2,2,5,6,2,12,2,0,1,1,0,4,6,2,2,0,2,4,0,1,8,1,0,233
3108,452,4,11,19,10,1,3,3,12,17,6,16,4,2,10,10,4,11,9,24,7,8,6,14,4,667
3109,466,5,10,6,3,8,3,8,3,4,12,10,11,6,2,4,0,9,4,1,1,8,4,4,3,595
3111,184,1,0,1,1,0,1,1,3,3,6,1,14,0,0,1,3,3,1,3,2,6,0,2,0,237
3112,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3113,127,0,1,0,0,0,0,0,2,4,1,1,0,1,1,0,0,2,1,1,0,0,2,0,0,144
3114,56,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,1,1,0,0,64
3115,73,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,77
3116,362,16,10,4,6,6,8,6,7,4,1,5,5,0,3,0,0,2,3,3,3,1,6,3,1,465
3117,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3121,386,0,0,0,1,1,10,0,2,3,0,0,1,0,2,2,1,0,1,0,1,4,1,0,0,416
3122,175,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,0,2,2,0,2,0,0,0,187
3123,126,0,1,2,0,0,0,0,1,0,2,0,0,1,1,0,0,0,1,1,0,0,0,0,0,136
3124,356,1,0,0,1,5,0,1,2,2,4,1,3,1,0,5,3,2,1,3,2,4,1,2,2,402
3125,459,6,6,7,1,0,0,4,9,3,4,4,4,0,1,3,0,7,1,2,6,6,2,3,1,539
3126,135,0,0,1,0,0,0,1,1,0,0,0,1,2,0,0,1,0,0,0,1,0,0,1,0,144
3127,330,2,1,1,0,6,1,4,1,1,3,4,3,0,0,1,0,4,2,2,2,1,2,1,1,373
3128,508,9,1,2,2,8,0,1,4,2,7,3,3,0,1,2,4,1,3,4,2,0,5,0,8,580
3129,360,3,3,6,0,4,4,8,5,1,5,9,0,2,7,0,6,0,2,3,10,0,0,4,8,450
3130,779,4,5,6,5,8,1,5,5,2,2,3,6,2,4,14,6,2,6,4,5,5,5,4,3,891
3131,491,3,6,4,1,1,8,8,3,1,5,6,2,2,4,6,2,2,4,2,2,6,0,1,2,572
3132,305,1,3,3,4,5,9,1,1,2,1,2,3,4,1,2,3,3,5,0,1,2,3,2,1,367
3133,356,1,2,2,4,1,3,3,7,7,2,2,3,2,3,3,0,7,5,4,1,0,1,1,2,422
3134,411,1,1,1,2,2,0,0,3,1,6,3,4,9,2,1,0,0,7,3,2,1,0,1,7,468
3135,352,22,1,0,3,1,3,4,4,0,2,1,3,1,0,1,0,2,1,4,3,2,2,1,1,414
3136,961,2,4,6,0,1,4,3,4,7,5,0,2,4,3,0,1,5,2,2,1,6,3,0,1,1027
3137,266,0,0,1,0,0,0,0,1,3,2,1,1,0,1,4,2,0,3,0,0,2,2,1,0,290
3138,573,0,1,0,1,15,5,0,1,1,4,4,0,1,0,0,1,0,0,1,0,0,0,0,3,611
3139,300,0,1,1,0,1,0,0,0,1,1,0,1,1,2,0,4,1,1,1,1,0,1,3,0,321
3140,427,1,1,1,3,0,2,1,0,0,1,2,0,1,1,6,0,1,3,8,2,3,9,18,3,494
3141,94,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,98
3142,84,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,87
3143,50,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,55
3144,148,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,157
3145,359,0,0,2,1,1,1,1,1,2,3,1,2,1,0,2,4,0,0,1,2,3,0,2,3,392
3146,466,0,4,4,4,7,4,4,4,1,1,3,4,1,1,3,3,4,2,3,2,6,8,3,2,544
3147,535,3,4,6,5,1,4,2,7,3,6,5,5,2,2,7,6,2,6,4,8,6,3,7,5,644
3148,363,0,0,1,3,6,5,3,2,3,5,1,0,7,3,2,1,1,6,0,0,6,4,8,7,437
3149,1219,3,5,14,17,4,15,12,12,8,11,20,11,6,10,13,11,8,15,18,9,6,7,9,19,1482
3150,1379,10,17,13,9,29,18,10,16,9,9,8,13,10,22,12,16,8,11,10,5,14,4,10,15,1677
3151,190,1,1,5,1,2,0,3,3,0,0,2,1,0,3,8,2,0,1,1,1,6,3,3,4,241
3152,942,14,18,12,13,13,12,14,10,8,9,11,6,3,5,7,5,5,1,4,2,3,3,9,2,1131
3153,348,3,1,4,2,0,2,2,0,0,3,2,1,0,0,0,1,1,2,0,8,0,1,2,0,383
3154,36,0,1,1,3,0,1,1,2,3,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,52
3155,292,1,0,6,1,9,1,1,4,0,4,1,0,1,1,1,1,1,0,2,3,0,1,1,0,332
3156,606,3,6,3,3,1,4,2,2,2,3,5,6,4,3,3,1,5,6,7,2,6,2,0,3,688
3158,60,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,1,65
3159,33,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
3160,105,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,111
3161,188,2,2,2,1,3,0,1,0,0,0,0,0,0,1,1,5,1,2,6,2,1,1,2,0,221
3162,432,0,0,2,5,2,5,3,9,3,6,7,3,2,2,2,0,3,5,3,5,5,11,2,3,520
3163,490,0,0,1,5,1,3,6,2,3,8,0,3,3,1,4,3,1,6,0,1,4,2,4,8,559
3164,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
