Solar Water Heater (SWH) - Solar,,,,,,,,,,,,,,,,,,,,,,,,,,
Data as at 28/02/2022,,,,,,,,,,,,,,,,,,,,,,,,,,
Small Unit Installation Postcode,Previous Years (2001-2018) - Installations Quantity,Jan 2019 - Installations Quantity,Feb 2019 - Installations Quantity,Mar 2019 - Installations Quantity,Apr 2019 - Installations Quantity,May 2019 - Installations Quantity,Jun 2019 - Installations Quantity,Jul 2019 - Installations Quantity,Aug 2019 - Installations Quantity,Sep 2019 - Installations Quantity,Oct 2019 - Installations Quantity,Nov 2019 - Installations Quantity,Dec 2019 - Installations Quantity,Jan 2020 - Installations Quantity,Feb 2020 - Installations Quantity,Mar 2020 - Installations Quantity,Apr 2020 - Installations Quantity,May 2020 - Installations Quantity,Jun 2020 - Installations Quantity,Jul 2020 - Installations Quantity,Aug 2020 - Installations Quantity,Sep 2020 - Installations Quantity,Oct 2020 - Installations Quantity,Nov 2020 - Installations Quantity,Dec 2020 - Installations Quantity,Installations Quantity Total
2104,69,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,71
2105,53,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,54
2106,92,0,1,0,0,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,98
2107,196,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,202
2108,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
2110,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,77
2111,133,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,2,0,0,1,141
2112,289,0,0,0,0,1,1,0,0,1,2,2,3,0,0,0,1,1,1,0,1,1,0,1,0,305
2113,250,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,0,256
2114,209,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,213
2115,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,159
2116,55,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
2117,289,1,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,1,2,0,0,0,0,0,0,298
2118,516,1,0,1,0,2,0,1,3,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,529
2119,175,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,177
2120,496,0,1,0,0,2,1,0,0,1,1,0,0,0,0,1,1,0,2,1,1,0,1,1,0,510
2121,328,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,333
2122,363,0,0,0,0,2,0,2,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,372
2123,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2124,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2125,293,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,298
2126,229,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,1,0,0,0,236
2127,467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,468
2128,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2130,46,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,53
2131,89,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90
2132,69,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71
2133,68,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,72
2134,55,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,57
2135,129,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,133
2136,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2137,168,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,1,0,0,174
2138,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56
2139,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2140,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,31
2141,129,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,134
2142,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,109
2143,102,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,106
2144,126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126
2145,799,1,0,1,0,1,1,2,1,1,0,0,1,0,0,0,1,0,2,1,3,0,1,0,1,817
2146,274,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,0,2,0,0,1,284
2147,767,0,2,0,1,0,0,1,0,3,2,0,0,1,0,1,1,2,0,0,1,0,0,0,2,784
2148,875,0,3,3,1,2,1,1,1,2,4,1,1,0,0,0,0,3,0,1,0,0,1,1,1,902
2150,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43
2151,279,0,0,0,0,0,1,0,1,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,286
2152,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182
2153,1066,1,2,4,1,3,0,6,4,1,5,3,0,1,1,2,1,1,3,1,1,0,0,1,0,1108
2154,664,2,0,1,0,0,2,0,1,0,0,1,0,2,0,0,2,0,3,0,1,0,0,1,1,681
2155,497,0,0,0,0,0,1,1,2,1,2,0,0,0,0,0,1,0,0,1,0,2,2,0,0,510
2156,475,0,0,1,2,2,2,1,0,2,0,1,2,0,0,1,2,0,0,2,2,0,0,1,0,496
2157,132,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,137
2158,195,0,0,1,2,1,0,0,0,0,0,1,0,3,0,0,0,1,0,1,2,0,4,0,0,211
2159,239,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,242
2160,258,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,262
2161,269,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,0,0,276
2162,224,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,2,1,0,231
2163,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2164,403,0,1,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,410
2165,444,0,0,0,1,0,1,0,0,1,1,1,1,0,3,0,0,0,0,0,1,0,0,0,0,454
2166,561,1,1,1,0,1,3,2,0,0,1,1,2,1,0,0,0,0,7,1,0,0,0,1,0,584
2167,183,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,2,0,0,0,0,1,0,0,0,191
2168,445,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,453
2170,1176,7,9,11,12,9,9,10,2,1,2,2,2,2,1,1,0,1,0,1,0,0,1,0,0,1259
2171,1060,3,2,1,1,0,0,2,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1073
2172,39,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,42
2173,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,1,66
2174,13,0,0,0,0,0,1,0,1,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,19
2175,47,0,0,0,0,0,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,52
2176,595,1,2,0,1,0,1,2,0,1,1,0,1,0,0,0,0,1,0,1,1,2,0,1,0,611
2177,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,97
2178,118,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,123
2179,104,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,110
2185,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2188,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2190,192,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196
2191,39,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
2192,73,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,76
2193,142,0,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,2,0,0,0,0,0,0,149
2194,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66
2195,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,59
2196,250,1,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,0,0,257
2197,170,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,175
2198,186,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,191
2199,249,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,253
2200,261,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,270
2202,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2203,78,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,81
2204,199,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,204
2205,86,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87
2206,258,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,263
2207,249,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,256
2208,130,0,0,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,138
2209,203,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,207
2210,521,0,1,1,0,1,0,2,1,2,1,0,1,1,0,0,1,1,0,1,1,1,0,1,0,538
2211,312,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,318
2212,214,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,220
2213,544,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,0,1,1,0,1,0,1,556
2214,99,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,102
2215,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2216,118,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,122
2217,150,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,154
2218,63,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,68
2219,128,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,132
2220,141,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,145
2221,182,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,185
2222,79,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,82
2223,276,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,2,0,1,1,1,1,285
2224,281,0,0,0,1,1,0,1,0,1,2,0,2,0,0,1,2,2,0,0,0,0,0,0,0,294
2225,169,0,0,1,1,1,1,2,0,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,1,182
2226,430,0,0,1,1,1,2,1,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,440
2227,341,1,0,1,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1,1,0,1,1,353
2228,291,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,4,0,4,0,304
2229,491,1,0,1,0,1,0,0,1,2,1,1,0,1,0,0,0,1,3,1,0,0,0,1,0,506
2230,465,0,0,1,1,1,0,0,1,0,0,2,0,1,1,0,1,4,3,1,0,1,0,0,0,483
2231,83,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,86
2232,781,0,0,1,2,2,1,3,2,1,0,0,0,2,1,2,4,2,0,0,3,0,2,1,0,810
2233,819,2,0,1,2,2,3,1,4,1,3,0,1,4,0,3,0,1,2,2,0,1,2,0,4,858
2234,1016,1,0,3,0,5,1,0,3,3,1,2,2,1,0,4,3,1,2,3,1,2,2,4,2,1062
2235,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2240,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2249,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2250,1761,0,6,4,0,6,4,3,2,2,2,2,3,2,0,4,4,1,3,1,1,4,4,1,0,1820
2251,1207,0,7,6,3,4,1,8,4,1,4,4,4,2,2,4,2,1,0,2,4,1,1,2,1,1275
2253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2254,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2256,610,0,1,2,3,0,2,0,1,0,1,0,2,0,0,1,1,0,2,1,2,1,1,1,0,632
2257,1075,4,6,7,2,4,1,5,3,4,1,4,1,2,4,1,1,1,5,5,1,1,3,0,0,1141
2258,211,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,1,0,216
2259,2336,3,2,2,4,6,1,1,6,4,3,9,5,7,10,10,14,4,6,6,2,8,2,3,10,2464
2260,734,0,13,5,4,5,4,4,7,7,6,2,2,3,2,0,2,1,0,0,1,2,2,1,1,808
2261,1309,2,2,2,5,4,2,2,5,2,4,2,1,0,1,2,3,1,2,2,2,1,2,3,1,1362
2262,811,1,4,0,1,2,3,2,2,0,2,0,0,1,1,2,1,1,0,1,2,3,0,2,2,844
2263,1038,1,3,1,4,3,1,4,1,4,0,3,1,0,0,0,1,0,2,1,0,0,0,0,3,1071
2264,1196,1,3,1,1,3,3,2,4,3,1,3,3,1,3,0,4,1,5,2,4,5,2,0,0,1251
2265,643,1,1,0,0,12,0,1,1,2,1,2,0,0,1,0,0,0,2,0,0,1,2,0,0,670
2266,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2267,244,2,3,0,1,0,0,1,1,0,1,0,1,2,0,0,2,0,3,1,0,0,0,1,0,263
2268,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2278,168,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,171
2280,1179,3,4,2,0,3,1,1,0,0,0,4,3,1,1,2,1,4,1,2,1,2,2,1,2,1220
2281,894,2,5,4,3,5,3,3,1,2,3,3,5,3,0,3,6,6,0,1,6,3,2,5,5,973
2282,718,0,0,2,1,2,2,2,2,0,0,1,1,1,2,3,1,4,0,1,2,0,1,3,2,751
2283,1730,3,3,4,9,7,6,6,12,3,2,1,2,3,2,2,1,3,15,1,2,6,1,2,5,1831
2284,634,0,1,1,2,0,0,1,1,1,1,0,1,1,0,1,0,2,2,0,2,0,1,3,2,657
2285,1008,3,3,3,2,4,1,3,1,0,2,3,1,1,2,0,2,2,2,1,1,2,2,0,3,1052
2286,370,0,0,0,0,1,1,0,0,0,0,2,2,3,0,0,0,1,2,0,0,0,0,0,0,382
2287,1319,4,5,2,4,5,1,1,3,1,10,5,5,2,4,4,12,5,1,9,5,0,8,2,1,1418
2289,591,2,1,6,0,0,2,0,0,0,0,1,0,2,3,1,0,3,1,3,0,0,0,0,0,616
2290,1265,3,1,2,2,4,2,4,4,2,6,4,1,1,0,2,3,2,0,2,2,3,2,1,1,1319
2291,313,0,1,0,0,1,2,0,1,0,1,1,0,0,0,0,0,0,2,0,0,1,0,0,0,323
2292,35,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,37
2293,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2294,27,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,29
2295,175,0,0,0,1,1,1,0,2,0,0,0,0,2,0,0,0,0,0,1,1,1,0,0,0,185
2296,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,32
2297,42,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
2298,211,0,2,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,1,1,221
2299,258,1,0,0,4,2,0,0,2,0,2,0,0,1,0,1,2,1,1,1,1,0,1,0,0,278
2300,133,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,137
2301,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2302,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2303,132,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,136
2304,294,0,0,1,1,0,0,1,0,0,0,1,1,2,0,1,1,0,1,2,1,1,1,0,0,309
2305,370,2,0,0,0,1,0,0,0,1,1,2,1,0,1,0,0,1,0,2,0,0,0,0,0,382
2306,51,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,52
2307,175,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,179
2308,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2311,65,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,68
2312,124,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,128
2315,903,4,3,3,1,2,2,5,1,3,2,2,1,1,0,1,1,2,1,6,1,3,4,0,2,954
2316,332,0,0,2,0,0,1,17,9,0,0,0,1,4,4,7,14,1,1,4,5,5,4,6,0,417
2317,358,1,1,1,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,1,0,370
2318,880,0,4,1,1,6,2,5,6,3,3,2,1,0,1,3,1,3,5,5,5,2,4,5,1,949
2319,489,2,3,1,0,4,5,2,0,0,0,3,1,1,1,3,0,2,1,2,0,2,0,2,0,524
2320,1230,3,0,2,0,4,3,4,6,4,4,6,1,3,2,2,3,2,1,5,3,5,0,2,2,1297
2321,719,2,1,0,0,1,0,3,2,2,0,1,1,1,0,2,3,1,1,0,2,1,3,2,1,749
2322,764,3,1,0,2,2,5,4,2,3,0,3,1,2,0,0,0,1,2,3,2,0,0,2,1,803
2323,948,2,1,1,3,5,4,0,1,0,0,1,1,0,2,2,3,2,0,4,2,1,3,1,0,987
2324,1775,3,5,2,4,2,3,6,3,1,1,5,0,6,3,5,4,2,6,3,5,1,0,2,5,1852
2325,1241,1,6,4,1,1,2,1,2,6,2,0,3,1,1,2,1,0,0,2,2,2,4,4,2,1291
2326,336,2,0,0,1,0,0,2,1,4,1,1,1,0,0,0,1,1,2,3,1,0,0,2,0,359
2327,269,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0,3,0,0,0,279
2328,85,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,88
2329,69,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,73
2330,1137,3,3,1,1,1,3,2,1,0,4,3,0,1,1,0,3,0,1,1,2,0,2,0,2,1172
2333,686,0,3,0,1,0,2,1,2,4,4,0,1,1,1,0,2,0,2,0,4,0,2,0,0,716
2334,187,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,1,1,0,2,199
2335,421,0,0,0,0,0,2,1,2,0,1,0,1,1,0,1,2,1,0,1,2,0,2,2,1,441
2336,126,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,133
2337,338,1,0,1,0,0,2,0,1,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,348
2338,42,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,44
2339,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2340,1867,2,4,1,2,2,4,2,1,4,2,2,1,0,0,5,1,2,0,2,2,0,1,1,5,1913
2341,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47
2342,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2343,196,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,198
2344,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2345,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,41
2346,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,111
2347,48,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,51
2350,1010,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,2,1,0,0,0,0,0,1017
2352,119,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,122
2353,52,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53
2354,158,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,160
2355,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2356,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2357,146,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147
2358,149,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,153
2359,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2360,534,0,1,0,0,3,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,546
2361,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2365,99,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,101
2369,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40
2370,258,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,260
2371,38,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,43
2372,176,0,0,1,4,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,0,187
2379,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2380,303,1,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,309
2381,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,2,0,31
2382,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35
2386,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2387,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2388,57,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,59
2390,307,2,0,0,1,0,0,0,2,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,316
2395,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
2396,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2397,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9
2398,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2399,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
2400,203,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,206
2401,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2402,52,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,54
2403,40,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
2404,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96
2405,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2406,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14
2408,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2409,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2410,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11
2411,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2415,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,18
2416,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2420,277,0,1,0,1,1,0,0,0,0,1,1,0,0,0,1,0,1,1,1,0,0,1,2,0,289
2421,144,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149
