Small Unit Installation Postcode,Previous Years (2001-2012) - Installations Quantity,Previous Years (2001-2012) - SGU Rated Output In kW,Jan 2013 - Installations Quantity,Jan 2013 - SGU Rated Output In kW,Feb 2013 - Installations Quantity,Feb 2013 - SGU Rated Output In kW,Mar 2013 - Installations Quantity,Mar 2013 - SGU Rated Output In kW,Apr 2013 - Installations Quantity,Apr 2013 - SGU Rated Output In kW,May 2013 - Installations Quantity,May 2013 - SGU Rated Output In kW,Jun 2013 - Installations Quantity,Jun 2013 - SGU Rated Output In kW,Jul 2013 - Installations Quantity,Jul 2013 - SGU Rated Output In kW,Aug 2013 - Installations Quantity,Aug 2013 - SGU Rated Output In kW,Sep 2013 - Installations Quantity,Sep 2013 - SGU Rated Output In kW,Oct 2013 - Installations Quantity,Oct 2013 - SGU Rated Output In kW,Nov 2013 - Installations Quantity,Nov 2013 - SGU Rated Output In kW,Dec 2013 - Installations Quantity,Dec 2013 - SGU Rated Output In kW,Jan 2014 - Installations Quantity,Jan 2014 - SGU Rated Output In kW,Feb 2014 - Installations Quantity,Feb 2014 - SGU Rated Output In kW,Mar 2014 - Installations Quantity,Mar 2014 - SGU Rated Output In kW,Apr 2014 - Installations Quantity,Apr 2014 - SGU Rated Output In kW,May 2014 - Installations Quantity,May 2014 - SGU Rated Output In kW,Jun 2014 - Installations Quantity,Jun 2014 - SGU Rated Output In kW,Jul 2014 - Installations Quantity,Jul 2014 - SGU Rated Output In kW,Aug 2014 - Installations Quantity,Aug 2014 - SGU Rated Output In kW,Sep 2014 - Installations Quantity,Sep 2014 - SGU Rated Output In kW,Oct 2014 - Installations Quantity,Oct 2014 - SGU Rated Output In kW,Nov 2014 - Installations Quantity,Nov 2014 - SGU Rated Output In kW,Dec 2014 - Installations Quantity,Dec 2014 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
814,1,5.16,0,0,0,0,0,0,0,0,1,3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.06
820,51,158.285,3,13.65,4,20.61,2,7.92,3,12.08,2,8.985,3,15.195,3,11,3,15.09,7,67.27,4,27.46,3,16.5,6,28.5,1,5.98,7,32.05,2,9.48,3,12.125,3,11.395,3,13.595,2,12.17,4,22.785,8,87.115,3,24.055,7,172.6,3,60.625,140,866.52
821,2,16.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.88,0,0,0,0,0,0,0,0,0,0,3,26.74
822,84,558.826,0,0,0,0,2,14.56,1,4.59,2,8.37,6,42.46,3,18.7,0,0,2,10.02,1,4.5,3,15,1,15.3,2,7.5,1,4.5,1,4.5,2,9,1,6,2,9,5,14.5,3,33.62,4,27.09,4,42.71,4,19.8,6,29.475,140,900.021
828,4,30.82,1,6,1,4.5,0,0,1,6,0,0,0,0,0,0,0,0,1,13,1,19.89,1,23.4,0,0,0,0,1,1.5,0,0,1,100,0,0,0,0,0,0,0,0,1,6,0,0,0,0,4,89.11,17,300.22
829,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.95,1,6,0,0,0,0,3,14.95
830,199,479.233,12,51.815,9,35.335,8,33.81,10,42.63,9,35.13,9,41.28,3,8.21,6,31.36,6,24.1,7,26.2,14,54.48,8,27.33,2,6.5,3,19,7,25.84,2,9.09,6,26.94,14,59.605,13,54.44,12,58.7,9,40.605,10,45.095,8,37.49,10,35.955,396,"1,310.17"
831,5,17.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,21.83
832,116,290.079,10,39.12,9,33.86,10,38.55,7,22.99,6,19.57,11,52.845,6,27.665,6,25.59,6,25.52,6,19,7,25.645,6,22,2,6.92,5,23.24,9,39.58,1,4.505,10,42.88,4,18.005,7,32.6,5,22.51,4,14.65,9,40.09,5,23.84,8,33.345,275,944.599
834,4,21.95,0,0,2,7.05,4,14.56,0,0,2,8.88,0,0,1,5.88,0,0,2,8.5,2,7.53,0,0,0,0,0,0,0,0,2,5.5,3,9.5,2,10.59,0,0,1,4.5,1,6,2,9.005,1,6.12,3,16.83,1,6,33,148.395
835,73,226.08,2,11.57,1,4.5,5,21.18,1,4.5,1,4.56,3,11.4,1,16.17,5,23.29,4,16.5,5,22.835,3,13.5,3,13.93,2,10.42,1,4.5,1,4.5,1,4.42,1,5.98,3,16.69,2,9,3,15,1,6.095,5,22.5,3,12.21,1,6,131,507.33
836,124,384.462,6,43.38,1,4.56,3,14.32,6,28.46,11,48.525,5,63.47,5,28.59,5,25.078,3,12.935,7,32.6,9,44.38,6,25.91,2,7.59,8,37.4,9,37.88,8,41.895,5,28.72,9,43.615,9,48.385,10,52.82,7,35.22,8,36.695,6,33.21,6,53.355,278,"1,213.46"
837,3,6.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,4.5,1,4.5,3,15,0,0,2,9.98,0,0,1,5.98,1,4.5,0,0,0,0,0,0,0,0,0,0,1,4.5,0,0,0,0,14,60.5
838,14,34.305,1,4.59,0,0,0,0,0,0,0,0,2,9.085,0,0,0,0,0,0,0,0,1,3,1,4.68,0,0,0,0,1,6,1,4.5,1,3,1,6,0,0,2,10.5,0,0,1,6.095,2,9,0,0,28,100.755
839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
840,5,14.73,0,0,0,0,0,0,0,0,1,4.5,0,0,1,6,0,0,0,0,1,4.42,2,11.52,1,4.5,0,0,0,0,0,0,1,6,0,0,1,4.5,0,0,2,9.005,1,4.5,0,0,1,4.5,0,0,17,74.175
841,5,11.175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,6,17.175
845,12,63.861,0,0,0,0,0,0,0,0,0,0,1,3.06,0,0,0,0,2,13,2,9,2,7.5,1,3,1,4.5,1,2,2,8.92,1,4,2,8.005,1,14.84,0,0,0,0,0,0,0,0,0,0,1,4.59,29,146.276
846,8,24.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,6,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,35.77
847,1,6.84,0,0,0,0,1,85,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39.485,5,135.825
850,41,184.53,3,12.18,7,31.6,5,22.56,2,12.15,1,7.65,2,19.84,3,19,0,0,2,10.59,4,18,1,6,1,4.5,4,18.98,2,8.84,5,70.92,4,19.5,12,153.985,7,36.095,15,83.885,2,8.34,3,33.5,2,88.5,2,11.59,5,24.09,135,906.825
851,15,52.57,0,0,0,0,0,0,0,0,3,13.5,0,0,0,0,1,6,1,6,0,0,0,0,0,0,0,0,0,0,2,10.5,1,2,1,4.5,1,4.5,1,4.34,0,0,1,4.5,0,0,0,0,0,0,27,108.41
852,35,228.165,0,0,2,11.97,0,0,0,0,0,0,0,0,4,25.5,0,0,0,0,2,19.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,0,0,0,0,3,41.5,0,0,48,338.635
853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
854,5,28.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,6,33.055
860,4,47.416,0,0,1,4,2,12,2,6.5,2,11.56,3,9.69,3,23.68,2,12.5,2,8.5,0,0,1,8,2,8,0,0,0,0,0,0,1,9.75,8,51.5,0,0,4,16,0,0,0,0,0,0,1,4,0,0,38,233.096
861,14,72.255,0,0,0,0,0,0,0,0,0,0,1,4.56,0,0,1,7.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,102.495
862,4,58.515,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,65.515
870,562,"1,835.85",3,37.41,4,15.5,1,5,8,38.465,26,117.26,12,74.52,107,474.15,7,33.465,11,109.42,23,116.445,50,187.23,19,89.5,21,100.5,18,81.02,25,153.73,29,142.685,26,112.98,21,163.32,25,119.12,24,114.5,21,194.41,13,133.12,14,71.12,18,87.56,"1,088","4,608.28"
871,47,360.225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,367.725
872,70,450.991,2,14.04,0,0,1,5,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.65,0,0,0,0,1,10,1,7,0,0,1,8.2,1,7,0,0,0,0,79,516.881
873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,17.5,0,0,1,4.5,0,0,3,22
874,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0,0,1,4.5
875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
880,11,153.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,153.431
881,12,107.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,107.73
885,1,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7.41
886,8,71.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,71.7
1340,1,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.14
1355,1,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.02
1435,1,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.54
1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1470,1,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.52
1475,1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1
1480,2,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.88
1485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1490,1,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.51
1495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.75,1,4.75
1570,2,11.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11.15
1595,2,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.14
1630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,1,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.04
1660,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5
1670,1,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.44
1680,1,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.18
1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1715,2,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.01
1730,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,8
1741,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
1755,1,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.98
1765,5,11.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5,0,0,6,15.42
1790,1,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.52
1800,1,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2
1805,1,9.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,9.72
1830,1,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.08
1835,1,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.14
1848,1,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.04
1860,3,25.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25.42
1871,1,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.52
1875,1,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.61
1885,5,13.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13.29
1890,3,6.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6.63
2000,8,157.67,0,0,0,0,0,0,0,0,1,3.6,0,0,0,0,0,0,0,0,1,13.23,0,0,0,0,0,0,0,0,0,0,0,0,2,39.637,0,0,0,0,0,0,1,2.4,0,0,0,0,1,10,14,226.537
2007,12,43.63,1,9.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.75,0,0,0,0,15,87.5
2008,24,52.795,0,0,0,0,0,0,0,0,0,0,1,2.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,36.75,0,0,0,0,0,0,1,3,2,14.46,0,0,0,0,0,0,2,6,0,0,31,115.525
2009,7,18.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,18.64
2010,55,176.355,0,0,2,4.44,1,2.5,0,0,11,16.47,2,42.48,3,3.75,1,1.5,1,3,1,1.5,1,1.5,2,23.82,1,8,0,0,0,0,1,0.6,0,0,1,6,2,8,1,2.289,1,3.924,1,3,1,1.5,1,2,90,312.628
2011,16,56.194,0,0,2,4.14,0,0,0,0,0,0,0,0,1,3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.5,0,0,20,65.434
2015,64,146.517,1,1.5,3,15.04,0,0,0,0,0,0,1,36,2,4.5,1,10,1,4.5,1,3,0,0,3,20.82,0,0,0,0,1,5,1,3.25,1,3,1,12,2,10.5,1,7,1,84,0,0,1,2.745,1,100,87,469.372
2016,47,97.847,1,2,0,0,0,0,0,0,1,4,0,0,0,0,1,4.95,0,0,1,2,0,0,0,0,0,0,0,0,0,0,2,5.5,0,0,1,2,1,2.97,1,2.289,0,0,1,4.94,2,4.25,1,3.9,60,136.646
2017,21,91.19,0,0,0,0,0,0,1,33,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.5,0,0,0,0,1,1.5,0,0,1,4.9,0,0,0,0,26,136.09
2018,143,328.285,0,0,0,0,0,0,0,0,0,0,0,0,1,3.2,0,0,1,2.64,0,0,0,0,1,34.5,0,0,1,10,0,0,2,11.5,0,0,0,0,3,8,0,0,0,0,3,11.75,4,17.97,0,0,159,427.845
2019,132,339.502,3,33.61,0,0,0,0,1,3,2,7.22,1,3.2,1,20.21,0,0,3,31.785,0,0,1,4.75,4,37.5,1,30,0,0,2,74.75,1,3,3,74.31,1,26,2,53,0,0,3,108,1,1.5,3,23.87,5,30.38,170,905.587
2020,132,266.454,2,6.4,2,5.25,2,9.04,1,5,0,0,2,7.76,2,13,0,0,3,9,1,1.5,1,41.58,2,6,1,3,0,0,0,0,0,0,2,8.43,7,39.06,1,28,1,2.5,4,92.5,2,14.16,1,4,2,6.5,171,569.134
2021,66,157.147,0,0,1,3.12,1,1.5,0,0,1,2.5,0,0,1,2.15,1,4.4,0,0,1,3,2,3.645,0,0,0,0,0,0,0,0,1,4.75,0,0,0,0,0,0,0,0,0,0,1,4.08,3,23.2,0,0,79,209.492
2022,92,214.331,0,0,0,0,0,0,4,8.52,0,0,1,4,0,0,1,2.5,0,0,0,0,2,6.71,0,0,1,5,1,2.616,1,4.5,3,10.5,0,0,2,4,3,26.25,1,2.943,1,4,0,0,1,4.9,2,4,116,304.77
2023,52,178.334,0,0,2,7.8,4,15.405,0,0,0,0,0,0,3,20.08,1,5,0,0,0,0,0,0,1,3.29,1,2.5,1,3.924,0,0,0,0,0,0,2,9.75,2,12,0,0,2,13.197,2,9.75,6,24.5,1,4,80,309.53
2024,122,260.57,1,7.25,0,0,2,7,1,3,1,5,0,0,1,5,0,0,0,0,0,0,2,10.85,2,8.5,0,0,0,0,3,10,2,11.75,0,0,0,0,2,12.25,0,0,4,27.69,2,7.5,1,3,1,5,147,384.36
2025,40,102.349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7.75,0,0,0,0,1,3,0,0,0,0,0,0,0,0,2,7.75,0,0,0,0,0,0,0,0,2,9.55,47,130.399
2026,175,410.04,1,1.635,1,2.5,1,7.5,0,0,1,2.04,1,1.1,0,0,3,10,0,0,3,10.5,2,5.56,1,5,0,0,2,13.71,1,5,2,3.41,3,15.65,2,5.06,1,3.25,2,6,5,16.789,2,4.77,6,19.365,7,19.56,222,568.439
