Small Unit Installation Postcode,Previous Years (2001-2020) - Installation Quantity,Previous Years (2001-2020) - SGU Output Rated Output in kW,Jan 2021 - Installations Quantity,Jan 2021 - SGU Rated Output In kW,Feb 2021 - Installations Quantity,Feb 2021 - SGU Rated Output In kW,Mar 2021 - Installations Quantity,Mar 2021 - SGU Rated Output In kW,Apr 2021 - Installations Quantity,Apr 2021 - SGU Rated Output In kW,May 2021 - Installations Quantity,May 2021 - SGU Rated Output In kW,June 2021 - Installations Quantity,June 2021 - SGU Rated Output In kW,July 2021 - Installations Quantity,July 2021 - SGU Rated Output In kW,Aug 2021 - Installations Quantity,Aug 2021 - SGU Rated Output In kW,Sep 2021 - Installations Quantity,Sep 2021 - SGU Rated Output In kW,Oct 2021 - Installations Quantity,Oct 2021 - SGU Rated Output In kW,Nov 2021 - Installations Quantity,Nov 2021 - SGU Rated Output In kW,Dec 2021 - Installations Quantity,Dec 2021 - SGU Rated Output In kW,Jan 2022 - Installations Quantity,Jan 2022 - SGU Rated Output In kW,Feb 2022 - Installations Quantity,Feb 2022 - SGU Rated Output In kW,Mar 2022 - Installations Quantity,Mar 2022 - SGU Rated Output in kW,Apr 2022 - Installations Quantity,Apr 2022 - SGU Rated Output in kW,May 2022 - Installations Quantity,May 2022 - SGU Rated Output in kW,June 2022 - Installations Quantity,June 2022 - SGU Rated Output in kW,July 2022 - Installations Quantity,July 2022 - SGU Rated Output in kW,Installations Quantity Total,SGU Rated Output In kW Total
2031,654,3511.24,16,124.72,12,98.82,9,72.15,8,71.30,18,123.43,19,155.57,7,53.63,5,36.90,12,97.22,13,91.94,18,144.63,12,85.92,6,43.97,6,54.67,11,99.25,1,11,8,39,12,99,3,26.32,850,5039.86
2032,348,1646.91,3,22.20,7,46.90,10,79.4,5,28.12,9,80.64,4,36.96,3,18.87,10,49.69,5,37.74,4,24.49,2,25.28,8,65.84,6,62.75,4,61.33,8,64.20,3,27,9,87,12,97,6,46.50,466,2608.73
2033,186,1089.77,4,56.49,5,39.48,3,19.12,2,19.47,8,56.35,2,12.18,2,16.65,3,25.56,0,0.00,1,13.26,2,31.08,2,14.80,4,29.24,1,6.66,5,39.85,1,8,4,32,5,38,1,10.12,241,1557.67
2034,434,2111.18,5,37.00,9,74.25,8,65.72,14,109.47,5,35.33,5,35.69,6,46.83,8,62.43,4,28.20,12,109.01,9,69.13,4,33.97,1,11.10,5,58.10,5,40.48,5,45,7,57,3,26,1,6.66,550,3063.29
2035,1050,5068.15,15,135.75,31,236.31,21,173.47,21,180.59,15,107.50,18,150.03,12,69.15,16,118.00,17,165.64,14,119.82,16,129.87,18,156.48,13,107.71,14,90.10,12,73.93,12,96,21,289,18,141,9,72.23,1363,7681.25
2036,1078,5561.05,25,158.90,25,187.19,37,251.34,29,184.42,25,205.26,36,311.13,20,144.26,45,245.04,17,139.64,19,205.82,24,206.92,35,358.54,13,112.54,17,150.80,18,129.37,19,134,8,73,24,197,10,113.11,1524,9069.08
2037,258,1195.08,3,21.22,5,42.54,6,45.61,4,27.24,9,44.98,5,27.34,3,11.63,0,0.00,4,33.68,2,7.17,5,49.73,1,39.96,0,0.00,5,29.83,1,31.16,0,0,2,20,6,46,1,3.70,320,1677.24
2038,332,1369.92,2,12.72,8,41.72,2,9.99,3,14.58,5,26.18,2,11.17,2,18.60,6,31.18,7,31.21,3,17.32,3,14.94,4,25.28,0,0.00,1,6.64,3,24.43,3,15,4,26,4,21,3,14.95,397,1733.08
2039,241,1047.66,1,6.60,5,29.87,6,29.21,2,16.65,2,10.36,5,53.95,0,0.00,1,7.74,9,41.73,3,18.65,1,3.60,3,17.94,2,7.96,5,24.85,1,4.15,1,10,3,10,6,35,1,6.23,298,1382.53
2040,789,3772.22,4,26.25,10,61.42,13,81.735,13,70.11,24,142.51,11,94.64,11,81.88,9,52.39,11,79.09,11,78.44,14,85.05,14,110.89,8,58.66,7,56.92,11,134.64,9,57,13,84,10,77,8,61.13,1000,5266.18
2041,441,1665.47,9,69.02,6,34.48,7,41.35,4,13.69,14,88.47,8,44.61,8,43.91,8,57.73,2,17.07,3,18.42,11,81.74,6,68.46,3,14.04,8,46.90,6,39.16,5,31,2,21,4,33,2,35.57,557,2464.93
2042,500,2139.32,4,22.41,6,31.73,5,22.185,5,24.85,5,30.55,4,26.02,4,46.95,8,54.14,9,62.94,11,67.88,8,63.32,5,34.94,4,24.73,7,81.40,5,30.18,3,17,4,21,6,34,1,5.92,604,2842.23
2043,126,614.74,0,0.00,3,16.53,2,9.57,2,9.92,4,22.30,1,19.61,1,6.40,0,0.00,2,12.06,0,0.00,2,8.77,0,0.00,1,8.40,0,0.00,3,19.24,1,7,0,0,3,15,0,0.00,151,770.17
2044,375,1954.60,5,31.31,6,42.92,1,6.66,4,118.83,12,52.29,8,56.53,4,37.93,2,16.02,4,18.87,6,67.37,5,63.96,11,95.56,3,16.54,2,14.43,5,29.03,4,40,3,19,3,23,2,14.94,465,2719.19
2045,264,1798.01,6,42.98,5,69.89,6,40.29,5,39.19,4,42.74,9,127.85,3,25.09,7,50.39,8,76.31,8,61.46,5,47.19,4,28.83,4,29.39,1,6.66,5,31.36,4,25,4,35,2,14,3,24.14,357,2615.61
2046,837,4586.83,9,62.29,20,158.71,16,108.5,14,106.04,14,114.25,14,142.63,4,28.71,9,64.43,15,116.84,19,175.95,12,136.56,20,216.65,5,48.95,6,69.10,9,75.30,11,81,12,103,9,97,7,49.50,1062,6542.61
2047,260,1219.60,2,13.32,5,41.86,7,56.835,2,13.23,4,29.18,3,23.50,2,17.02,2,21.30,5,34.78,9,70.27,3,30.28,4,36.44,1,8.00,6,42.57,8,77.94,5,36,1,7,6,63,1,10.36,336,1852.96
2048,212,1109.76,4,25.28,3,16.57,5,33.64,2,19.04,4,32.06,3,22.54,1,8.14,2,5.92,7,43.89,0,0.00,0,0.00,4,27.67,3,43.25,3,19.56,2,12.00,1,36,2,12,8,62,0,0.00,266,1528.20
2049,326,1511.40,5,34.20,6,33.75,7,41.02,3,21.37,2,13.83,7,42.49,0,0.00,17,83.16,7,46.62,2,16.89,3,22.66,6,47.62,1,6.66,2,12.81,6,25.58,3,20,5,32,9,65,5,44.77,422,2121.77
2050,154,1280.89,1,6.29,2,11.10,1,3.6,1,6.66,0,0.00,0,0.00,0,0.00,4,67.90,1,6.30,0,0.00,0,0.00,3,17.73,3,19.89,0,0.00,1,6.40,0,0,1,39,0,0,1,6.40,173,1472.16
2055,1,2.40,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,1,2.40
2057,18,84.30,0,0.00,0,0.00,0,0,1,32.56,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,19,116.86
2059,3,43.36,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,3,43.36
2060,188,1231.02,3,15.48,3,16.14,2,9.51,2,9.98,3,20.52,6,35.17,3,40.54,2,43.62,2,9.36,2,35.15,2,57.30,0,0.00,3,20.51,1,3.90,2,10.84,0,0,0,0,1,10,0,0.00,225,1568.75
2061,21,144.17,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,3,51.12,0,0.00,0,0.00,1,4.07,0,0.00,0,0.00,0,0,1,7,0,0,0,0.00,26,206.38
2062,148,696.91,2,17.02,2,12.69,6,32.04,1,6.57,2,12.18,0,0.00,0,0.00,0,0.00,5,46.64,2,12.21,5,37.80,4,28.06,1,6.66,2,12.43,1,3.70,0,0,2,14,1,7,1,6.64,185,951.95
2063,361,2117.86,8,64.30,7,63.46,14,137.08,9,71.01,10,72.45,6,48.86,5,40.00,5,41.00,4,33.81,5,54.91,4,31.23,7,110.51,6,47.29,4,30.26,7,60.58,3,20,7,79,6,55,3,25.54,481,3204.47
2064,254,2279.85,1,7.70,3,48.34,5,67.44,6,54.67,5,44.09,3,35.56,3,34.02,1,7.50,3,21.49,4,25.47,4,36.63,4,128.04,1,13.09,2,40.71,3,20.17,5,152,1,9,1,7,2,17.61,311,3050.01
2065,600,2889.92,6,54.03,13,96.34,15,162.66,11,120.12,11,78.75,13,205.91,3,18.46,3,20.01,6,50.20,9,142.11,7,61.08,8,62.34,8,68.29,8,78.81,7,55.49,6,38,7,53,6,59,4,62.17,751,4376.99
2066,1210,6604.20,12,108.19,16,145.76,19,195.145,15,116.96,21,202.18,14,133.67,7,59.08,13,138.77,24,232.85,18,168.09,25,240.61,25,375.56,9,61.55,11,100.86,10,96.52,11,96,16,148,19,183,6,67.85,1501,9474.58
2067,610,2999.35,6,39.59,7,52.54,10,68.2,10,72.57,8,66.50,11,113.52,8,61.73,7,41.76,10,107.37,16,115.36,9,71.98,8,82.36,7,53.39,5,38.77,2,17.39,9,71,1,5,9,83,1,9.13,754,4169.67
2068,814,4200.21,16,135.95,19,149.30,22,172.795,17,108.84,17,136.30,13,96.27,7,59.76,12,91.95,15,143.97,15,154.54,15,143.21,19,160.82,9,66.39,8,63.68,13,111.65,5,35,17,163,11,95,3,26.55,1067,6315.27
2069,685,3773.52,7,66.01,14,110.02,14,122.14,21,185.20,12,84.42,10,75.06,5,46.14,6,45.77,7,56.53,11,98.74,10,91.28,19,229.28,7,68.57,13,133.13,7,60.63,7,66,12,122,6,43,5,46.68,878,5523.75
2070,630,3426.06,18,166.99,11,88.28,11,91.255,12,105.35,12,87.62,9,82.75,6,59.34,9,71.05,12,137.23,12,146.12,11,93.67,18,237.46,5,39.12,5,53.19,7,48.48,5,57,5,73,9,99,3,27.79,810,5191.14
2071,574,3315.04,9,66.65,8,63.16,12,125.1,9,93.81,8,65.08,10,116.85,9,86.88,9,102.57,12,102.63,16,164.23,13,126.12,15,256.03,6,50.38,9,97.91,5,48.59,7,65,8,74,8,76,4,33.76,751,5130.46
2072,252,1571.57,6,38.49,3,26.81,4,37.44,5,46.99,2,20.35,5,52.31,0,0.00,4,39.82,6,147.25,9,88.27,1,5.07,11,120.94,1,6.66,1,10.53,2,17.85,4,29,1,7,3,27,2,24.64,322,2317.97
2073,762,4303.36,20,171.68,16,150.67,14,121.705,18,159.70,14,145.05,12,109.58,4,29.31,11,96.53,15,139.51,19,194.85,14,122.20,20,166.85,8,118.45,9,82.36,10,89.17,5,41,7,83,12,116,5,38.59,995,6479.65
2074,1165,6080.80,19,139.37,26,206.02,31,285.64,17,136.80,14,106.92,20,213.54,20,184.92,20,187.10,15,178.04,25,235.94,27,220.61,25,260.43,18,177.18,18,168.30,15,141.86,12,109,17,174,15,154,7,74.10,1526,9434.70
2075,966,5391.30,18,153.01,38,388.56,17,138.87,21,312.01,29,263.21,26,216.88,7,57.43,9,107.61,21,196.92,19,168.66,26,251.16,29,317.60,16,172.86,10,94.16,10,88.77,15,158,16,172,8,69,13,109.53,1314,8827.36
2076,1132,6119.31,19,157.72,18,154.08,18,234.23,20,157.32,15,132.15,15,121.01,9,70.88,15,130.39,14,133.00,22,293.92,31,311.46,23,239.82,12,119.64,15,122.52,15,110.08,11,107,11,130,17,178,6,42.47,1438,9065.55
2077,1438,7275.90,36,272.20,35,319.09,29,259.17,19,193.41,22,181.10,15,139.82,5,43.85,11,89.54,17,151.83,17,148.25,24,191.63,25,263.88,11,90.99,20,168.90,10,102.84,10,70,16,131,15,258,5,46.02,1780,10397.32
2079,496,2238.80,6,55.04,14,110.81,10,75.4,10,74.61,7,52.34,3,16.37,3,23.08,5,37.45,10,99.07,6,53.16,9,83.45,9,74.08,5,45.04,4,33.24,6,38.46,4,37,5,52,3,24,6,49.72,621,3272.45
2080,155,1089.65,1,6.66,2,12.24,0,0,3,29.15,1,9.90,1,6.66,1,11.47,0,0.00,3,16.41,3,29.42,2,21.46,3,29.08,1,10.15,1,10.00,2,16.41,1,7,2,17,2,78,0,0.00,184,1400.13
2081,532,2116.48,1,5.92,13,90.23,6,53.89,5,45.86,2,16.80,3,16.54,7,60.77,3,23.69,5,37.37,7,61.22,7,51.41,5,66.49,8,78.50,3,30.60,1,5.46,4,28,5,42,3,26,3,34.12,623,2891.13
2082,572,2579.22,3,25.53,4,28.17,11,93.54,6,42.82,2,13.49,4,22.57,7,59.32,4,28.13,3,26.59,4,37.75,6,46.29,9,86.06,7,59.49,2,10.92,1,10.78,2,16,1,13,7,60,1,2.34,656,3261.68
2083,192,927.75,1,6.66,0,0.00,1,4.8,4,39.97,3,36.19,1,6.66,0,0.00,7,49.58,1,6.66,0,0.00,2,19.91,2,14.58,2,18.05,1,16.28,2,15.04,2,17,1,7,0,0,0,0.00,222,1185.94
2084,293,2013.45,7,61.77,3,28.86,3,44.76,3,20.35,3,21.83,8,60.24,2,10.66,5,77.86,2,15.54,0,0.00,4,37.22,3,49.50,0,0.00,2,17.16,5,49.96,6,47,1,13,5,59,1,11.89,356,2640.19
2085,874,4301.42,10,83.72,16,125.11,9,76.975,14,114.13,13,103.68,15,121.54,9,75.88,10,73.25,13,97.27,19,165.86,8,148.46,10,116.09,10,93.82,13,119.25,11,100.04,10,82,11,135,14,124,5,55.05,1094,6311.61
2086,859,4069.74,17,123.39,20,172.18,11,82.72,15,130.16,21,155.56,11,87.83,8,54.69,10,73.59,14,114.07,18,126.59,13,102.60,12,98.99,7,60.83,10,83.65,10,99.92,8,78,11,91,11,124,4,32.17,1090,5961.74
2087,842,3974.56,8,65.97,15,114.32,13,123.725,15,116.27,8,60.77,5,37.89,8,72.18,10,84.34,7,59.46,9,77.31,19,173.19,13,112.56,6,45.73,11,113.30,8,69.20,5,46,9,88,13,123,3,31.96,1027,5589.78
2088,774,4615.13,10,111.39,11,84.03,13,123.46,10,94.81,11,122.65,5,81.09,6,53.54,10,98.65,7,61.33,9,79.04,20,194.01,11,204.54,5,49.55,8,68.03,7,68.34,7,66,7,83,11,120,6,47.53,948,6425.93
2089,99,626.89,3,33.49,1,3.60,0,0,1,6.29,0,0.00,2,14.32,1,3.30,0,0.00,1,5.11,1,6.63,0,0.00,5,70.35,0,0.00,2,22.68,1,7.02,0,0,3,23,5,50,0,0.00,125,871.83
2090,202,986.00,3,22.57,2,16.51,0,0,4,27.45,2,13.20,3,26.58,1,13.32,4,28.43,3,21.46,4,55.48,1,7.02,1,8.51,1,5.81,2,17.76,6,37.48,2,12,2,17,2,18,1,6.64,246,1341.76
2092,413,2403.74,3,24.74,4,35.43,3,28.49,6,51.06,6,44.41,11,102.28,4,48.13,8,67.38,8,49.06,6,62.32,5,37.44,9,76.17,8,72.80,6,52.50,4,40.13,7,69,2,19,5,41,0,0.00,518,3324.63
2093,988,5241.78,16,94.86,21,141.04,23,172.02,26,206.09,25,188.04,16,136.64,10,92.57,11,113.56,20,158.30,18,158.33,14,143.53,29,222.65,9,133.89,10,77.98,16,172.39,15,183,13,103,18,157,4,35.51,1302,7932.23
2094,163,703.10,1,3.63,2,18.00,2,13.23,7,60.87,3,34.04,3,14.71,9,69.08,3,24.79,5,46.54,1,6.60,2,16.16,5,41.55,3,21.83,2,15.60,1,8.19,2,15,0,0,10,71,2,17.13,226,1200.86
2095,306,1679.03,4,28.32,4,28.33,7,55.73,5,37.58,5,36.49,7,46.58,3,25.92,3,34.10,6,100.92,6,49.03,3,32.80,13,167.66,5,36.13,4,27.20,0,0.00,2,26,1,1,3,32,2,12.21,389,2457.25
2096,559,2588.60,9,79.49,8,50.54,7,58.06,8,63.21,7,68.30,15,116.78,4,39.16,4,35.29,6,62.46,7,63.94,6,46.09,7,70.04,5,39.07,11,95.44,11,82.38,12,113,9,82,9,65,2,13.44,706,3832.74
2097,784,3486.53,7,48.18,11,77.03,11,100.32,16,134.07,12,89.89,14,105.49,10,73.35,12,86.74,10,75.48,11,103.31,9,94.39,11,99.06,1,6.63,5,47.03,8,59.88,13,117,12,121,12,95,7,68.29,976,5088.89
2099,1457,6881.06,22,160.98,28,237.24,36,362.765,21,164.34,27,198.74,24,263.32,16,125.87,15,142.25,19,188.29,22,211.55,20,147.90,19,192.62,9,73.17,16,132.69,24,200.73,17,141,10,83,27,220,10,85.47,1839,10212.73
2100,1214,7153.53,27,227.77,25,204.57,29,272.61,23,190.27,30,406.95,19,253.40,15,158.61,21,324.14,22,191.60,15,117.41,20,171.47,19,146.54,12,161.61,18,168.28,10,88.43,13,121,23,198,19,180,7,46.40,1581,10782.59
2101,848,3999.09,12,111.37,16,136.10,14,145.305,12,136.17,17,194.59,12,102.40,13,134.41,4,38.58,9,97.71,12,85.46,14,114.76,19,164.29,9,80.67,8,60.06,4,37.72,6,58,7,56,11,106,6,51.52,1053,5910.01
2102,485,2480.86,5,35.71,11,77.16,8,67.09,5,33.30,10,63.19,8,88.42,6,54.30,9,66.77,5,41.44,7,53.51,9,62.32,5,174.64,6,50.71,2,15.90,5,28.33,4,27,4,33,8,66,0,0.00,602,3518.57
2103,533,3269.59,6,45.94,6,48.17,14,148.11,9,82.42,17,145.23,9,161.20,3,21.48,6,61.84,7,51.94,12,96.16,7,90.69,11,92.69,5,37.80,5,47.64,2,17.97,10,90,8,63,7,49,2,23.98,679,4645.60
2104,206,1241.06,1,10.95,3,37.56,2,16.65,5,80.87,3,33.61,0,0.00,1,6.57,2,14.30,5,57.08,2,24.51,4,41.79,2,21.09,0,0.00,4,28.03,5,48.05,6,58,1,11,2,21,2,14.79,256,1766.78
2105,104,542.16,1,5.11,3,26.44,2,14.34,3,18.70,2,20.02,1,8.03,0,0.00,0,0.00,0,0.00,2,5.57,2,25.28,1,12.32,0,0.00,1,6.63,2,17.79,3,26,2,21,2,17,0,0.00,131,765.70
2106,366,1698.52,7,49.71,9,64.43,6,60.27,13,121.97,5,33.78,6,66.31,4,35.17,4,28.40,8,60.40,7,108.12,9,92.90,9,71.32,2,22.57,4,37.83,7,77.97,1,8,2,18,6,73,5,49.88,480,2778.49
2107,732,3679.42,8,70.16,8,81.84,16,183.715,13,97.92,8,59.99,10,71.51,9,88.56,8,73.67,9,66.78,14,137.42,16,138.52,16,140.39,6,52.73,13,105.88,4,28.46,8,92,13,147,13,116,3,33.41,927,5466.38
2108,107,525.56,2,23.68,1,10.23,2,15.995,1,13.26,1,8.69,1,7.67,1,7.92,0,0.00,2,19.59,2,19.60,4,40.27,2,12.56,1,7.79,2,28.12,1,10.79,3,19,2,21,0,0,0,0.00,135,792.00
2109,1,21.12,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,1,21.12
2110,387,2020.93,9,58.62,8,65.17,7,52.385,6,47.25,4,43.47,6,45.71,5,129.25,1,6.80,5,52.98,6,54.13,9,65.80,6,48.22,1,5.85,4,40.50,5,53.62,3,24,3,29,7,67,3,35.72,485,2946.04
2111,600,3198.11,7,55.15,10,82.97,8,69.66,9,81.27,11,99.32,8,57.04,5,56.58,9,77.43,10,120.22,12,89.92,7,71.33,14,145.28,7,56.59,9,72.72,8,77.76,7,52,6,58,6,55,0,0.00,753,4575.85
2112,1236,6104.96,21,183.77,22,174.73,33,227.62,25,197.09,23,253.85,14,123.77,18,240.94,16,137.11,25,210.23,20,227.47,17,154.35,21,181.13,12,131.89,11,99.82,7,140.97,11,113,14,113,8,61,12,90.00,1566,9166.30
2113,847,5549.88,17,133.11,29,417.16,17,130.98,24,287.39,19,173.55,9,144.57,12,88.80,8,57.81,17,224.98,17,288.75,20,512.57,20,176.54,9,71.99,2,8.18,6,56.85,9,87,11,193,13,108,8,68.96,1114,8780.47
2114,854,3985.06,18,144.34,19,144.84,9,68.71,14,115.55,11,129.26,11,123.30,6,50.63,7,67.91,12,93.96,9,160.83,15,115.94,15,171.52,11,93.69,10,115.36,6,44.00,5,47,7,47,10,83,5,41.09,1054,5842.74
2115,505,2448.66,7,57.35,8,59.58,5,36.78,5,41.38,6,55.26,15,133.07,7,50.98,0,0.00,9,92.59,18,115.10,6,51.05,15,133.51,6,45.21,6,40.86,10,75.31,5,37,4,31,8,69,2,23.92,647,3597.89
2116,303,2497.57,4,48.26,10,70.79,2,13.32,5,40.70,6,42.00,4,123.03,0,0.00,1,5.18,6,281.25,3,27.16,3,43.06,8,65.77,3,23.79,3,42.84,4,26.75,1,7,2,20,1,9,4,34.15,373,3421.36
2117,896,4302.51,20,167.10,19,167.28,22,150.125,11,86.89,18,164.60,19,201.13,12,96.80,3,21.06,21,182.29,17,164.27,19,200.74,20,170.95,13,106.58,14,108.44,14,129.11,8,59,3,43,12,99,6,59.83,1167,6680.55
2118,1496,6089.78,21,181.49,31,234.39,23,189.465,26,227.88,16,125.65,18,181.48,15,128.01,5,65.81,23,193.21,27,234.09,21,187.09,25,225.97,14,127.34,8,55.48,16,162.03,7,57,11,98,20,176,11,107.12,1834,9046.71
2119,655,3045.78,7,48.42,15,123.71,17,143.49,24,199.95,5,46.99,8,79.28,3,28.26,10,95.98,16,144.49,10,91.86,11,104.44,12,208.49,4,32.73,6,44.83,6,84.34,9,94,10,87,8,77,4,36.59,840,4817.46
2120,1191,6656.88,24,207.59,19,171.11,27,227.18,16,137.15,16,141.34,19,175.62,5,54.26,13,109.86,8,66.95,15,132.77,21,183.15,27,225.32,14,123.45,11,97.32,12,128.19,8,73,9,112,12,108,7,78.27,1474,9209.22
2121,1407,6049.64,23,177.79,25,214.10,22,225.91,26,194.39,19,142.03,21,155.30,12,120.50,6,43.68,15,146.93,21,174.18,31,241.16,28,243.83,15,117.05,20,173.86,13,122.78,13,121,12,99,17,169,10,73.28,1756,9004.75
2122,1361,5706.95,19,148.38,17,139.61,24,194.92,20,194.19,14,121.34,22,189.11,13,101.18,12,78.52,12,108.73,22,227.56,23,167.37,20,221.96,8,71.91,5,43.34,7,51.13,9,76,11,102,16,137,10,73.34,1645,8154.64
2123,1,3.42,0,0.00,0,0.00,0,0,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,1,3.42
2124,5,107.49,0,0.00,0,0.00,1,39.6,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0.00,0,0,0,0,0,0,0,0.00,6,147.09
2125,1444,6752.12,21,185.98,30,264.49,28,252.785,40,362.37,19,153.06,27,249.54,14,135.61,15,126.00,24,272.67,36,389.99,33,305.71,22,214.06,12,97.60,15,158.77,5,45.45,12,115,17,189,18,162,13,106.48,1845,10538.15
2126,1626,7048.92,31,247.99,41,332.34,31,236.665,40,326.29,23,182.96,27,240.61,17,141.71,15,128.53,28,244.03,27,252.59,20,181.38,19,169.39,11,99.88,11,106.60,12,109.06,9,65,13,98,22,213,17,136.78,2040,10561.94
2127,86,1693.46,2,12.95,1,6.66,4,30.53,1,7.40,6,41.31,2,11.10,2,106.23,0,0.00,0,0.00,1,7.77,1,6.24,4,108.03,1,6.66,6,38.19,1,11.10,0,0,1,6,3,22,0,0.00,122,2115.44
2128,129,2325.27,2,20.12,1,39.96,1,70.2,1,99.90,1,38.94,3,74.61,1,16.28,1,99.88,3,58.07,1,5.92,0,0.00,2,25.35,0,0.00,0,0.00,0,0.00,0,0,4,169,2,20,3,145.25,155,3208.67
2130,158,792.11,5,39.81,2,11.86,3,16.95,3,23.68,4,31.37,3,30.09,2,10.77,5,46.77,0,0.00,7,47.94,0,0.00,3,112.85,2,12.21,1,26.10,2,13.32,3,20,4,57,2,12,1,8.51,210,1313.46
2131,479,2607.38,4,26.64,6,41.29,9,58.85,5,67.51,5,33.20,7,40.56,3,22.51,2,16.77,4,35.67,6,43.92,4,40.54,5,53.63,2,13.37,5,43.44,5,43.49,2,15,1,8,7,37,1,8.58,562,3258.03
2132,387,1782.80,6,41.22,4,25.64,6,51.865,10,145.00,8,62.36,4,20.31,3,39.60,2,21.00,6,41.24,4,30.82,8,50.28,4,32.43,3,48.95,4,36.36,0,0.00,2,17,5,32,5,33,5,34.93,476,2546.62
2133,368,1583.84,7,42.42,6,54.52,8,58.82,6,43.66,4,36.63,6,38.21,5,38.82,0,0.00,3,22.63,8,76.28,7,60.81,4,33.69,3,18.75,4,24.69,4,36.85,3,23,4,30,3,21,2,21.42,455,2267.07
2134,317,1696.04,10,67.03,3,35.89,7,59.63,1,4.44,6,48.24,7,43.83,2,21.80,1,10.26,1,11.84,1,31.20,5,38.52,0,0.00,2,17.16,2,12.51,2,14.36,3,18,5,34,2,16,0,0.00,377,2181.67
2135,852,5022.52,10,176.15,10,115.40,14,113.71,17,142.85,15,148.86,11,155.91,6,57.46,8,80.01,13,133.43,14,137.23,21,201.51,20,236.91,7,84.24,11,103.32,8,81.92,7,96,10,108,12,114,2,16.76,1068,7325.57
2136,292,2053.25,2,10.36,11,115.27,11,126.45,7,79.00,3,60.57,0,0.00,4,35.18,2,19.98,5,48.63,3,23.06,4,185.40,5,50.59,2,45.60,5,37.28,3,17.03,1,7,2,20,1,9,4,32.97,367,2975.65
2137,868,4343.01,11,82.42,15,131.99,27,232.745,13,102.09,13,97.16,19,163.83,8,61.24,9,80.48,11,87.32,8,60.35,12,103.01,26,329.41,6,47.94,13,112.66,10,102.89,8,67,9,82,16,138,4,23.23,1106,6448.21
2138,403,2539.12,4,26.64,6,48.03,12,146.43,9,80.17,12,82.30,4,29.91,5,59.24,2,12.21,4,39.59,7,54.90,8,62.11,5,54.85,7,48.19,3,33.27,4,36.40,3,15,5,49,5,56,5,55.42,513,3528.38
2140,196,1450.82,3,28.17,1,6.60,2,12.96,0,0.00,2,38.85,3,207.51,0,0.00,1,6.66,3,19.61,0,0.00,2,14.37,1,9.25,1,10.36,2,34.80,1,8.19,4,44,3,33,2,13,1,6.63,228,1944.71
2141,1285,5906.08,27,216.49,23,184.60,22,164.86,12,111.86,9,103.51,18,240.31,7,60.55,2,82.07,24,187.69,20,168.00,17,327.87,25,196.99,3,26.86,13,92.92,18,160.32,6,37,5,39,18,202,8,55.27,1562,8564.19
2142,755,4180.42,10,75.42,15,128.85,16,162.99,11,82.44,8,47.33,15,230.37,10,72.14,1,6.66,14,111.07,11,305.79,10,115.70,8,180.46,3,18.10,11,120.92,8,132.74,3,19,8,100,4,31,7,104.75,928,6226.11
2143,475,2406.14,6,50.88,17,145.79,9,113.84,7,57.26,6,47.91,5,34.28,4,35.74,3,27.06,6,63.54,8,168.48,4,38.59,9,88.20,3,25.37,3,23.42,6,48.64,6,45,5,31,7,62,4,32.96,593,3545.66
2144,1155,7050.02,13,165.86,15,220.93,23,208.24,23,234.03,9,83.28,12,158.66,16,133.97,7,69.44,23,262.11,15,196.04,14,131.31,24,357.35,16,138.53,11,91.01,8,107.01,8,95,18,146,11,84,8,93.59,1429,10025.49
2145,4357,21700.46,64,509.27,100,794.51,76,585.05,98,791.98,71,673.92,70,572.40,31,240.94,16,125.44,57,514.68,57,522.43,62,589.04,71,963.01,38,300.26,40,300.82,43,363.49,30,261,41,359,57,490,36,320.24,5415,30977.81
2146,1262,5230.08,24,182.45,21,160.67,24,201.28,16,106.01,19,138.41,22,186.13,14,100.76,1,9.99,22,200.64,14,132.65,11,95.41,16,205.99,13,81.49,14,84.27,15,94.63,11,82,17,121,26,285,9,92.20,1571,7790.25
