Small Unit Installation Postcode,Previous Years (2001-2014) - Installations Quantity,Previous Years (2001-2014) - SGU Rated Output In kW,Jan 2015 - Installations Quantity,Jan 2015 - SGU Rated Output In kW,Feb 2015 - Installations Quantity,Feb 2015 - SGU Rated Output In kW,Mar 2015 - Installations Quantity,Mar 2015 - SGU Rated Output In kW,Apr 2015 - Installations Quantity,Apr 2015 - SGU Rated Output In kW,May 2015 - Installations Quantity,May 2015 - SGU Rated Output In kW,Jun 2015 - Installations Quantity,Jun 2015 - SGU Rated Output In kW,Jul 2015 - Installations Quantity,Jul 2015 - SGU Rated Output In kW,Aug 2015 - Installations Quantity,Aug 2015 - SGU Rated Output In kW,Sep 2015 - Installations Quantity,Sep 2015 - SGU Rated Output In kW,Oct 2015 - Installations Quantity,Oct 2015 - SGU Rated Output In kW,Nov 2015 - Installations Quantity,Nov 2015 - SGU Rated Output In kW,Dec 2015 - Installations Quantity,Dec 2015 - SGU Rated Output In kW,Jan 2016 - Installations Quantity,Jan 2016 - SGU Rated Output In kW,Feb 2016 - Installations Quantity,Feb 2016 - SGU Rated Output In kW,Mar 2016 - Installations Quantity,Mar 2016 - SGU Rated Output In kW,Apr 2016 - Installations Quantity,Apr 2016 - SGU Rated Output In kW,May 2016 - Installations Quantity,May 2016 - SGU Rated Output In kW,Jun 2016 - Installations Quantity,Jun 2016 - SGU Rated Output In kW,Jul 2016 - Installations Quantity,Jul 2016 - SGU Rated Output In kW,Aug 2016 - Installations Quantity,Aug 2016 - SGU Rated Output In kW,Sep 2016 - Installations Quantity,Sep 2016 - SGU Rated Output In kW,Oct 2016 - Installations Quantity,Oct 2016 - SGU Rated Output In kW,Nov 2016 - Installations Quantity,Nov 2016 - SGU Rated Output In kW,Dec 2016 - Installations Quantity,Dec 2016 - SGU Rated Output In kW,Installations Quantity Total,SGU Rated Output In kW Total
0,4,4.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4.46
200,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.08
800,29,187.38,0,0,0,0,1,72.08,0,0,0,0,0,0,0,0,1,43.21,0,0,2,18.2,0,0,0,0,0,0,2,44.04,1,60.48,0,0,0,0,0,0,0,0,0,0,0,0,2,69.63,0,0,1,33.92,39,528.94
801,3,5.46,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66.708,0,0,5,78.168
803,0,0,0,0,0,0,0,0,1,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.12
804,10,37.865,0,0,0,0,0,0,0,0,0,0,0,0,1,4.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,42.635
810,606,"2,376.70",9,38.61,15,61.425,27,116.67,28,127.9,23,102.94,12,51.02,14,62.575,31,140.83,16,180.35,23,99.74,13,58.995,14,64.41,10,49.55,6,27.365,10,46.37,26,214.45,35,350.225,44,201.94,26,224.94,40,188.44,48,314.655,40,181.783,55,246.838,26,147.05,"1,197","5,675.77"
811,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9
812,331,"1,182.47",8,34.18,14,60.06,16,69.565,10,45.205,15,64.02,9,40.45,11,48.145,8,73.61,8,36.46,7,77.45,8,37.41,8,36.275,2,9.09,7,72.77,9,39.995,9,134.255,7,33.73,17,76.66,8,37.25,9,39.67,18,109.425,18,81.645,12,54.436,10,44.88,579,"2,539.11"
813,4,71.449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,78.949
814,2,9.06,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13.06
820,140,866.52,2,9.01,5,22.595,7,45.215,2,9.09,8,167.775,6,125.92,2,9.18,5,183.5,2,169.82,5,72.98,4,21.39,6,49.8,3,57.68,7,129.055,2,10.595,5,28.74,6,54.205,15,296.59,9,137.85,10,45.4,9,64.24,6,28.805,9,135.687,9,110.82,284,"2,852.46"
821,3,26.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,104.313,5,131.053
822,140,900.021,3,16.295,3,17.125,8,42.385,1,6.24,6,51,7,106.81,5,56.53,2,104.34,4,62.08,2,9,3,15.3,1,6.24,3,21.62,8,144.09,11,159.03,6,34.86,6,83.88,4,23.76,5,29.26,10,170.4,9,96.06,8,109.635,6,34.57,6,156.868,267,"2,457.40"
828,17,300.22,0,0,0,0,1,90,1,6,1,6,0,0,1,5.98,1,6.12,0,0,0,0,4,67.76,0,0,0,0,0,0,3,18.19,0,0,0,0,0,0,1,5.98,2,9.01,7,90.065,3,23.29,5,22.525,4,106.75,51,757.89
829,3,14.95,0,0,0,0,0,0,0,0,0,0,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59.89,0,0,2,55.745,0,0,0,0,0,0,0,0,1,10.14,4,75.815,0,0,12,221.04
830,396,"1,310.17",4,16.14,5,19.205,8,36.095,5,19.875,12,252.94,4,18.09,18,82.16,7,31.68,8,133.11,2,9.09,10,142.395,8,36.03,3,12.215,6,27.31,7,30.1,6,25.285,23,98.615,12,55.85,15,70.745,23,104.66,24,107.04,23,101.11,13,56.145,11,169.234,653,"2,965.29"
831,6,21.83,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.095,0,0,0,0,8,32.425
832,275,944.599,5,22.605,11,44.43,7,29.74,8,32.74,5,23.49,4,18.18,4,18.01,4,18.19,12,54.295,3,14.9,5,22.77,6,24.01,3,13.6,10,236.28,9,39.315,12,49.475,36,162.365,30,135.605,18,81.535,33,150.02,25,115.095,36,191.913,21,96.7,19,83.208,601,"2,623.07"
834,33,148.395,1,6.095,1,24.91,1,4.5,3,16.62,2,7.5,2,12.24,1,6,1,6.12,1,4.5,1,6,0,0,1,6,0,0,0,0,0,0,1,6.095,0,0,2,10.8,0,0,1,5.94,2,11.98,3,18.08,5,26.94,2,12.18,64,340.895
835,131,507.33,2,10.6,8,60.33,2,7.5,2,10.71,2,12.12,1,4.5,2,10.57,1,4.5,1,83.25,2,7.5,4,24.101,0,0,0,0,2,10.575,2,9.51,1,4.505,4,14.975,2,8.915,1,4.505,3,13.735,6,27.28,4,19.58,1,5.98,3,16.625,187,879.196
836,278,"1,213.46",1,6.095,5,27.245,5,25.81,4,37.47,2,10.92,7,41.07,7,36.42,5,22.29,6,31.845,0,0,4,22.625,2,10.505,5,123.94,3,13.71,5,24.18,6,31.695,2,12.08,9,53.33,7,35.93,8,40.67,6,34.485,10,56.16,8,42.081,13,64.446,408,"2,018.46"
837,14,60.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.12,1,5.98,0,0,0,0,1,49.92,3,15.16,1,6.09,0,0,0,0,0,0,2,9,23,152.77
838,28,100.755,0,0,1,4.59,0,0,0,0,0,0,0,0,1,4.59,1,4.5,0,0,1,60.06,1,6.12,0,0,0,0,2,16.095,1,5.98,1,6.36,0,0,1,5.98,1,6,0,0,0,0,0,0,1,4.59,0,0,40,225.62
839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.505,0,0,0,0,0,0,0,0,0,0,0,0,1,4.505
840,17,74.175,0,0,0,0,0,0,1,6,0,0,1,4.5,1,4.59,1,5.98,0,0,0,0,1,5.98,0,0,4,22.84,6,28.6,4,21.1,0,0,1,4.59,0,0,1,5.98,1,4.59,0,0,1,5.94,0,0,1,4.5,41,199.365
841,6,17.175,0,0,0,0,2,7.74,0,0,0,0,0,0,0,0,0,0,1,1.5,0,0,1,3,0,0,1,4.59,0,0,0,0,0,0,0,0,1,6,2,10.66,0,0,1,6.095,1,6.095,0,0,0,0,16,62.855
845,29,146.276,1,6.095,0,0,1,4.5,1,4.5,0,0,0,0,0,0,0,0,1,6.12,0,0,1,1.5,3,20.13,1,10,0,0,1,5.985,2,7.685,2,7.355,0,0,0,0,0,0,0,0,0,0,0,0,2,135,45,355.146
846,11,35.77,0,0,0,0,2,8.32,2,6.75,0,0,0,0,0,0,0,0,1,4.5,1,5.83,0,0,0,0,0,0,0,0,1,6.16,2,9.01,0,0,3,38.275,0,0,1,6.095,0,0,0,0,1,5.94,1,2.04,26,128.69
847,5,135.825,0,0,1,4.59,0,0,0,0,0,0,0,0,1,4.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,144.835
850,135,906.825,5,24.105,3,18.24,4,19.27,6,126.85,4,29.335,15,68.9,15,74.58,18,197.86,10,217.47,14,173.93,8,139.795,1,20.02,2,11.66,2,10.6,11,87.33,12,73.72,7,50.14,8,40.545,7,38.435,10,80.72,10,51.475,2,10.24,2,10.42,1,4.24,312,"2,486.71"
851,27,108.41,0,0,3,14.5,0,0,0,0,0,0,1,6,1,6,0,0,0,0,1,5.98,1,20.46,1,6.095,1,6,0,0,1,6.12,1,5.83,0,0,0,0,0,0,0,0,2,11.66,1,9.54,2,11.66,1,6.48,44,224.735
852,48,338.635,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,25.5,2,10.6,2,11.1,0,0,1,21.42,1,6.12,2,11.66,2,26.83,1,5.83,1,5.83,63,473.525
853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.65
854,6,33.055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,60.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,93.375
860,38,233.096,0,0,1,10,1,5,0,0,2,5.5,0,0,8,33,0,0,5,24,1,4.5,11,45,0,0,0,0,1,4.5,3,13.5,3,15.09,0,0,0,0,3,19.635,4,18,2,8.84,2,33.45,0,0,1,4.578,86,477.689
861,17,102.495,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,106.495
862,5,65.515,0,0,0,0,0,0,0,0,0,0,0,0,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,12.75,2,19.125,0,0,0,0,1,6.5,0,0,0,0,0,0,10,108.39
870,"1,088","4,608.28",10,40.98,8,79,18,165.28,17,60.07,11,44,15,64,25,106.52,41,179.656,41,286.5,28,113.9,38,204.583,9,162.19,15,81.68,21,102.348,12,61.665,11,144.362,22,111.205,14,201.25,9,136.2,15,107.965,20,143.318,18,167.015,45,187.695,33,244.588,"1,584","7,804.25"
871,49,367.725,2,10.5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,4.335,0,0,0,0,1,4.5,0,0,1,6.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,394.18
872,79,516.881,0,0,0,0,0,0,0,0,1,24.96,1,6,0,0,1,10,0,0,2,21.1,2,14,2,118.845,0,0,0,0,4,20.1,2,16.5,4,53.91,1,19.62,3,71.2,1,32.7,2,78.52,0,0,0,0,0,0,105,"1,004.34"
873,3,22,1,4.5,0,0,0,0,1,6,1,15,1,4.5,0,0,0,0,0,0,1,6,1,4.5,0,0,1,4.59,0,0,2,9.09,2,10.5,0,0,1,4.578,0,0,2,12.66,5,21,5,20.668,0,0,1,6.09,28,151.676
874,1,4.5,0,0,0,0,0,0,0,0,0,0,0,0,1,40,0,0,0,0,0,0,0,0,0,0,1,4.59,0,0,0,0,0,0,0,0,0,0,0,0,1,6.12,0,0,0,0,0,0,0,0,4,55.21
875,0,0,0,0,1,4.5,1,4.5,0,0,0,0,1,4.5,1,3,3,13.578,1,4.5,2,7.5,9,39,1,4.505,1,4.505,2,6.71,1,4.5,1,3,3,13.68,2,9.09,0,0,0,0,1,4.5,3,11.626,4,18.058,4,18.008,42,179.26
880,11,153.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5.1,0,0,7,17.85,0,0,1,2.55,0,0,0,0,0,0,1,49.56,0,0,22,228.491
881,12,107.73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,107.73
885,1,7.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,123.76,0,0,0,0,0,0,0,0,0,0,4,131.17
886,8,71.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,59.84,0,0,0,0,0,0,0,0,0,0,0,0,9,131.54
1340,1,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.14
1355,1,1.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.02
1435,1,1.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.54
1460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.75
1470,1,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.52
1475,1,2.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2.1
1480,2,4.88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.88
1485,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1490,1,1.51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.51
1495,1,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.75
1570,2,11.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,11.15
1595,2,4.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4.14
1630,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8
1655,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1658,1,5.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.04
1660,1,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.5
1670,1,4.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.44
1680,1,4.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,9.38
1710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.8,0,0,0,0,0,0,1,4.8
1715,2,3.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3.01
1730,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8
1741,1,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10
1755,1,1.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.98
1765,6,15.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3.78,0,0,0,0,0,0,0,0,7,19.2
1790,1,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,39.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,74.88,0,0,0,0,0,0,4,115.9
1800,1,4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.2
1805,1,9.72,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14.72
1830,1,6.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6.08
1835,1,1.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.14
1848,1,1.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.04
1860,3,25.42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,25.42
1871,1,1.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.52
1875,1,1.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1.61
1885,5,13.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13.29
1890,3,6.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11.38
2000,14,226.537,0,0,0,0,0,0,0,0,1,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,19.76,0,0,0,0,0,0,1,29.9,0,0,0,0,0,0,17,300.197
2007,15,87.5,0,0,1,15,0,0,0,0,1,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,30.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,135.14
2008,31,115.525,0,0,0,0,1,1.962,0,0,0,0,1,1.53,2,107.64,2,4.56,1,20.928,0,0,0,0,0,0,1,0.327,0,0,0,0,1,2.55,1,4.5,0,0,4,88.526,2,15.77,1,14.3,3,156.26,0,0,0,0,51,534.378
2009,7,18.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,50.16,0,0,0,0,1,3.12,0,0,0,0,0,0,9,71.92
2010,90,312.628,1,2.5,1,5,1,1.59,1,3.12,0,0,2,12.88,1,12.5,0,0,1,2.08,0,0,0,0,1,2.5,0,0,0,0,1,4.77,1,2.6,0,0,1,2.52,3,10.41,0,0,1,36.57,0,0,0,0,3,108.08,109,519.748
2011,20,65.434,0,0,0,0,0,0,0,0,0,0,1,59.5,1,38.5,0,0,0,0,0,0,0,0,0,0,0,0,2,5.2,0,0,0,0,0,0,0,0,0,0,1,6.54,0,0,0,0,0,0,0,0,25,175.174
2015,87,469.372,1,3,4,55.25,4,35.75,3,6.5,2,102.64,1,3.1,2,30.6,1,4.75,1,1.68,0,0,0,0,0,0,0,0,1,21.32,0,0,2,3.655,5,149.07,1,20.28,4,15.8,2,7.72,2,44.04,0,0,2,9.08,1,3.52,126,987.127
2016,60,136.646,0,0,2,5,0,0,0,0,1,2.2,0,0,2,5.5,0,0,0,0,0,0,0,0,0,0,0,0,4,14.54,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,1,2.04,1,11.13,72,180.056
2017,26,136.09,0,0,1,2.04,0,0,2,13,0,0,1,61.2,3,71.705,0,0,0,0,0,0,0,0,1,29.12,0,0,0,0,0,0,1,3.75,1,3.825,1,1.75,0,0,0,0,0,0,1,19.5,0,0,1,9.81,39,351.79
2018,159,427.845,0,0,3,11.43,5,19.99,5,21.73,2,7.12,0,0,3,10.2,0,0,1,4.845,0,0,1,3.12,2,5.14,2,33.122,1,4.94,0,0,0,0,1,3.12,0,0,0,0,1,4.9,28,134.3,2,15.04,3,30.75,0,0,219,737.592
2019,170,905.587,1,4.578,1,4,1,1.5,0,0,4,54.63,4,20.73,1,5,2,9.5,2,6.82,1,4.75,1,2.08,1,3.12,1,2.08,0,0,1,4.9,2,5.36,1,5,0,0,0,0,1,7.875,1,39.375,1,3.71,1,1.56,1,2.08,199,"1,094.24"
2020,171,569.134,0,0,2,5,1,15,0,0,2,8.5,1,3.06,1,1.56,0,0,1,3.5,1,3,0,0,1,3.57,3,12.04,0,0,1,4.75,2,10.945,0,0,1,4.935,1,3,0,0,3,106.2,2,57.93,2,19.8,4,93.235,200,925.159
2021,79,209.492,0,0,0,0,1,2.616,2,8.345,1,2.5,0,0,0,0,0,0,0,0,2,5.5,1,4.16,0,0,0,0,1,1.26,2,7.985,0,0,0,0,1,4.41,2,8.84,0,0,6,82.665,2,26.64,2,35.526,0,0,102,399.939
2022,116,304.77,1,4.5,1,3,0,0,2,5.74,3,9.38,0,0,0,0,2,8,3,15.45,4,16.72,0,0,1,3.06,0,0,2,8.38,0,0,0,0,2,8.24,2,19.6,1,12.48,2,74.94,1,4.9,0,0,4,17.424,1,2.289,148,518.873
2023,80,309.53,0,0,2,9.69,4,19.5,0,0,1,5,3,21.43,1,4.75,1,5,0,0,1,2.289,0,0,1,25.08,1,27.36,4,45.08,0,0,2,8.25,0,0,1,5.72,0,0,2,7.205,2,10.4,2,26.7,6,31.1,3,16.86,117,580.944
2024,147,384.36,2,10.04,1,3.5,6,19.78,1,4.16,2,7.92,2,12.5,1,3.18,3,11.7,2,15.86,2,9.9,1,6.2,4,15.155,0,0,0,0,4,12.194,1,5.1,1,3.18,1,3.025,0,0,4,41.47,3,40.085,4,13.18,2,9.32,0,0,194,631.809
2025,47,130.399,1,4,2,5.25,1,2.5,0,0,0,0,0,0,1,1.962,2,6,1,1.5,0,0,0,0,0,0,0,0,0,0,0,0,2,26.96,1,2.07,1,3.5,1,3.1,0,0,0,0,2,16.46,1,8.96,0,0,63,212.661
2026,222,568.439,1,2.5,5,21.556,1,4.75,2,3.38,5,17.573,3,12.85,2,5.5,3,8.71,1,6.5,4,18.488,0,0,3,29.88,3,10.02,2,10.26,1,5.88,4,16.09,2,29.72,5,29.15,2,13.3,9,30.695,3,16.08,0,0,1,4.76,2,3.64,286,869.721
2027,28,105.295,1,4.96,1,4.845,1,7.28,1,10.2,1,3,2,7.46,0,0,0,0,0,0,0,0,0,0,1,10.14,1,5.1,1,18.9,0,0,1,6,1,16.38,0,0,1,4.68,1,5.886,1,14.388,1,7.02,0,0,0,0,44,231.534
2028,19,53.13,0,0,0,0,0,0,0,0,0,0,1,4.125,1,0.52,1,4.75,0,0,0,0,0,0,0,0,0,0,0,0,1,4.68,1,4.77,0,0,0,0,0,0,1,7.265,0,0,0,0,0,0,1,5,26,84.24
2029,58,166.383,1,2.08,2,7.68,2,57.44,1,2,1,3.12,2,10.72,3,6,2,8,3,19.3,0,0,0,0,1,4.845,0,0,1,1.5,0,0,2,16.12,0,0,0,0,1,3.12,2,8.69,0,0,1,4.68,3,15.04,1,4.64,87,341.358
2030,146,454.098,4,17.05,3,24.68,4,19.88,1,10,3,12.067,6,24.875,2,7.64,2,6.924,5,19,2,9.5,2,20.696,2,18.64,0,0,1,69.96,1,6.76,1,7.8,3,16.605,0,0,2,8.845,0,0,1,3.597,3,14.49,9,70.209,2,15.43,205,858.746
